Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,law_relevant,unep_attributed,env_law_score,unep_attribution_score,support_type,action_stage,evidence_level,law_justification,unep_justification,evidence_phrases
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,NATIONAL CLIMATE CHANGE ACTION PLAN 2018-2022 ...,https://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/10/8737.pdf,"When nearby wells and waters sources run dry, women have to travel long distances to search for water. Longer dry seasons mean that women work harder to feed ...",https://www.lse.ac.uk › uploads › 2018/10,www_lse_ac_uk_NATIONAL_CLIMATE_CHANGE_ACTION_PLAN_2018_2022_.txt,False,False,0,0,none,none,unclear,No relevant information found,No UNEP link found,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Human right to a healthy environment for a thriving Earth,https://swed.bio/wp-content/uploads/2019/06/FinalHandbookHumanRightsBiodiversityCILMSeds2019.pdf,"One legal avenue or means to remedy this inequitable situation, as highlighted in the MEA, is to support implementation of global efforts for mainstreaming of.",https://swed.bio › wp-content › uploads › 2019/06,swed_bio_Human_right_to_a_healthy_environment_for_a_thrivin.txt,False,False,0,0,none,none,unclear,No relevant information found,No relevant information found,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Governance for Ecosystem-based Adaptation,https://www.adaptationcommunity.net/wp-content/uploads/2019/09/giz2019-en-eba-governance-study-low-res.pdf,"This does not necessarily imply new organisational (business) models, but does mean that such entities are regulated and evaluated differently. This could ...",https://www.adaptationcommunity.net › 2019/09,www_adaptationcommunity_net_Governance_for_Ecosystem_based_Adaptation.txt,False,False,0,0,none,none,unclear,No relevant evidence found in the document.,No UNEP attribution found in the document.,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,The Adaptation Gap Report 2018. United Nations ...,https://unepccc.org/wp-content/uploads/2019/04/agr-final-version-2018.pdf,"This does not necessarily mean that the targets have not been specified in sectoral or non- climate-specific laws and policies, but it emphasizes the governance ...",https://unepccc.org › agr-final-version-2018,unepccc_org_The_Adaptation_Gap_Report_2018_United_Nations_.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Kenya during 2018-2022.,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Appendix D,https://www.housingandurban.go.ke/wp-content/uploads/2018/11/Appendix-D-National-Environmental-Policy-2.pdf,"This has created a diffuse system of environmental laws and policies, some of whose provisions are not in harmony making them ill-suited to aid the pursuit of ...",https://www.housingandurban.go.ke › 2018/11,www_housingandurban_go_ke_Appendix_D.txt,True,False,80,0,environmental policy,developed,national,"The document provides a comprehensive framework for environmental management in Kenya, including goals, objectives, and guiding principles for sustainable management and use of the environment and natural resources.",There is no explicit mention of UNEP's involvement in the development or implementation of the National Environment Policy of Kenya 2013.,"[""The policy making process culminated into the Sessional Paper No. 6 of 1999 entitled Environment and Development."", ""The legislative process gave forth the Environmental Management and Coordination Act (EMCA) No. 8 of 1999 as Kenya’s first framework environmental law."", ""The promulgation of The Constitution of Kenya 2010 and other new developments like climate change marked an important chapter in Kenya’s environmental policy development.""]"
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Statement of the African Group at the fourth session ...,https://www.facebook.com/epaethio/posts/statement-of-the-african-group-at-the-fourth-session-of-the-united-nations-envir/2561428480750100/,... mean by this is The poor people have no jobs and have no land of their own ... Kenya has made significant strides in environmental governance through strengthened ...,40+ reactions,www_facebook_com_Statement_of_the_African_Group_at_the_fourth_sessi.txt,False,False,0,0,none,none,unclear,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks for Kenya during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Kenya during 2018-2022.,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Climate risk regulation in Africa's financial sector and ...,https://www.unepfi.org/wordpress/wp-content/uploads/2021/11/Climate-risk-regulation-in-Africas-financial-sector-and-related-private-sector-initiatives-Report.pdf,"Focusing on Egypt and the Middle East and Africa (MEA), the RCSF is part of an initiative at the FRA aimed at bringing together all training and educational ...",https://www.unepfi.org › uploads › 2021/11 › Cl...,www_unepfi_org_Climate_risk_regulation_in_Africa_s_financial_sect.txt,True,False,81,0,regulatory guidance,implemented,national,"The Central Bank of Kenya (CBK) issued the Guidance on Climate-Related Risk Management to commercial banks and mortgage finance companies on October 15, 2021. This guidance enables banks to integrate climate-related opportunities and risks in their governance structure, strategy, and risk management frameworks.",There is no explicit mention of UNEP supporting the development or implementation of this guidance.,"[""On October 15, 2021, Central Bank of Kenya (CBK) issued the Guidance on Climate-Related Risk Management to commercial banks and mortgage finance companies"", ""The principles provided by the Guidance on Climate-Related Risk Management are binding, with banks “required to comply”""]"
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,An evaluation of the environmental impact assessment ... - PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC7505666/,"The objectives of this research were therefore to review the institutional, legal and regulatory ... (mean = 3.53) and support to society (mean = 3.90). This means ...",https://pmc.ncbi.nlm.nih.gov › articles › PMC7505666,pmc_ncbi_nlm_nih_gov_An_evaluation_of_the_environmental_impact_assessme.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Mineral Resource Governance in the 21st Century,https://www.greenpolicyplatform.org/sites/default/files/downloads/resource/irp-mineral_resource_governance-full_report-feb2020_compressed_compressed%20(1).pdf,Multilateral Environmental Agreements (MEAs). A Multilateral environmental agreement (MEA) is an intergovernmental document intended as legally binding with ...,https://www.greenpolicyplatform.org › resource,www_greenpolicyplatform_org_Mineral_Resource_Governance_in_the_21st_Century.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Methodological Sheets for,https://www.lifecycleinitiative.org/wp-content/uploads/2021/12/Methodological-Sheets_2021_final.pdf,"Ecolex environmental law search on global legislation related to wastes and hazardous substances ... the conflict parties exercise extensive mea- sures, depending ...",https://www.lifecycleinitiative.org › 2021/12 › M...,www_lifecycleinitiative_org_Methodological_Sheets_for.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,International Environmental Law,https://library.sprep.org/sites/default/files/2021-03/international-environmental-law.pdf,"... Development Goals (SDGs) and of the Paris Agreement on Climate Change ... MEA or (iii) external regulations. (on issues such as compliance, cooperation ...",https://library.sprep.org › sites › default › files › i...,library_sprep_org_International_Environmental_Law.txt,False,False,0,0,none,none,unclear,No relevant evidence found,No UNEP attribution found,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Climate Cooperation and Competition: Leveraging ...,https://www.csis.org/analysis/climate-cooperation-and-competition-leveraging-sustainable-development-goal-13,” Ghana's ambiguous legal frameworks around risk reduction mean limited accountability for negative health and environmental impacts that arise. In the ...,https://www.csis.org › analysis › climate-cooperation-an...,www_csis_org_Climate_Cooperation_and_Competition_Leveraging_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,"ILLEGAL LOGGING, FISHING, AND WILDLIFE TRADE",https://thedocs.worldbank.org/en/doc/482771571323560234-0120022019/original/WBGReport1017Digital.pdf,"18 The mean estimated value of forest ecosystem services used was $147.1 hectare/per year (Siikamaki et al. 2015) as lower bound and $1,312 hectare/per year as ...",https://thedocs.worldbank.org › doc › original,thedocs_worldbank_org_ILLEGAL_LOGGING_FISHING_AND_WILDLIFE_TRADE.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",There is no explicit link between UNEP and environmental law strengthening or institutional support initiatives in Kenya during 2018-2022.,"[""This paper was prepared under the guidance of Benoit Blarel, Practice Manager. Julia Bucknall and Garo Batmanian provided invaluable advice during the preparation and consultation phase of the paper.""]"
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,greening international trade: pathways forward,https://repository.graduateinstitute.ch/record/299187/files/GGC_Greening%20Trade_CDB_Final.pdf,that rely on environmental inputs and services from multiple countries. Supply chains that span regions and environmental pressures that are transboundary mean.,https://repository.graduateinstitute.ch › record › files,repository_graduateinstitute_ch_greening_international_trade_pathways_forward.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Green Development Guidance for BRI Projects Baseline ...,http://en.brigc.net/Reports/Report_Download/2020/202012/P020210202120471013629.pdf,"15 Meaning enterprises and projects with high investment, high energy intensity, high pollution, and low economic efficiency. 16 MEE, NDRC, PBOC, and CBIRC ...",http://en.brigc.net › Reports › Report_Download,en_brigc_net_Green_Development_Guidance_for_BRI_Projects_Baseli.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,MINERAL RESOURCE GOVERNANCE IN EAST AFRICA,https://afrodad.org/sites/default/files/publications/Mineral-Resource-Governance-in-East-Africa.pdf,"... mean- · industry. 2015. Responsible Mining Index www.responsibleminingindex.org ... Review regulatory environment to promote growth of the sector, enhance skills ...",https://afrodad.org › default › files › publications,afrodad_org_MINERAL_RESOURCE_GOVERNANCE_IN_EAST_AFRICA.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Governing the Bioeconomy: What Role for International ...,https://www.mdpi.com/2071-1050/13/1/286,"... environmental agreements (MEA) [83]. Indeed, UNEP has had responsibility for the Convention on Biological Diversity (CBD) [84], the Vienna Convention for ...",https://www.mdpi.com › ...,www_mdpi_com_Governing_the_Bioeconomy_What_Role_for_Internation.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,INTERNATIONAL GUIDELINES FOR INDUSTRIAL PARKS,https://www.unido.org/sites/default/files/files/2019-11/International_Guidelines_for_Industrial_Parks.pdf,"[Mean Emergency (Police, Fire, Ambulance) response time in Industrial. Park / Mean Emergency (Police, Fire, Ambulance) response nationally]. (≥1 =1; <1 =0).",https://www.unido.org › default › files › files › I...,www_unido_org_INTERNATIONAL_GUIDELINES_FOR_INDUSTRIAL_PARKS.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,ECOWAS ENVIRONMENTAL ACTION PLAN 2020-2026,https://ecowap.ecowas.int/media/ecowap/file_document/2020_ECOWAS_ECOWAS_ENVIRONMENTAL_ACTION_PLAN_Final_Version_-_ENG.pdf,1.1.3: Support effective key stakeholder participation in international MEA negotiations in the sub-region. 1.1.3.1. At least one capacity-building workshop ...,https://ecowap.ecowas.int › ecowap › file_document,ecowap_ecowas_int_ECOWAS_ENVIRONMENTAL_ACTION_PLAN_2020_2026.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Kenya during 2018-2022 about new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation; or contribution to internationally agreed environmental objectives.",There is no explicit link between UNEP and any environmental law or policy support initiative in Kenya during 2018-2022 mentioned in the document.,"[""The document primarily discusses the ECOWAS Environmental Action Plan 2020-2026, which is focused on West Africa, not Kenya.""]"
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Assessing progress in forest law enforcement and ...,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Publications/Assessing_progress_in_forest_law_enforcement_and_governance_in_Africa.pdf,"that had no meaning in the field. The testing led to insights on the legality of logging enterprises that are active in forest law enforcement, governance and.",https://www.afdb.org › Documents › Publications,www_afdb_org_Assessing_progress_in_forest_law_enforcement_and_.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Green Development Guidance for BRI Projects Baseline ...,http://en.brigc.net/Reports/Report_Download/2020/202012/P020210202120471013629.pdf,"15 Meaning enterprises and projects with high investment, high energy intensity, high pollution, and low economic efficiency. 16 MEE, NDRC, PBOC, and CBIRC ...",http://en.brigc.net › Reports › Report_Download,en_brigc_net_Green_Development_Guidance_for_BRI_Projects_Baseli.txt,False,False,0,0,none,none,unclear,"Document could not be retrieved, hence no evidence available.","Document could not be retrieved, hence no evidence available.",[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,INTERNATIONAL GUIDELINES FOR INDUSTRIAL PARKS,https://www.unido.org/sites/default/files/files/2019-11/International_Guidelines_for_Industrial_Parks.pdf,"Outlining capacity building requirements for the effective implementation of the plan. ... [Mean Emergency (Police, Fire, Ambulance) response time in Industrial.",https://www.unido.org › default › files › files › I...,www_unido_org_INTERNATIONAL_GUIDELINES_FOR_INDUSTRIAL_PARKS.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,OECD Environmental Performance Reviews: Denmark 2019,https://www.oecd.org/content/dam/oecd/en/publications/reports/2019/11/oecd-environmental-performance-reviews-denmark-2019_02c12b94/1eeec492-en.pdf,International Convention for the Prevention of Pollution from Ships. MEA. Multilateral environmental agreement. MEF. Ministry of Environment and Food. MCEU.,https://www.oecd.org › oecd › reports › 2019/11,www_oecd_org_OECD_Environmental_Performance_Reviews_Denmark_201.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Kenya's environmental law, institutional support initiatives, or internationally agreed environmental objectives for the period of 2018-2022.","There is no explicit link between UNEP and any environmental law, policy, or institutional support initiative in Kenya for the period of 2018-2022.",[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,HANDBOOK ON STRATEGIC ENVIRONMENTAL ...,https://www.elgaronline.com/edcollbook-oa/book/9781789909937/9781789909937.pdf,His research focuses on environmental law and policy implementation instruments. ... mean the SEA Directive cannot trigger the application of other types of SEA ...,https://www.elgaronline.com › edcollbook-oa › book,www_elgaronline_com_HANDBOOK_ON_STRATEGIC_ENVIRONMENTAL_.txt,False,False,0,0,none,none,unclear,No relevant evidence found,No UNEP attribution found,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,"Updated Social, Environmental, and Climate Assessment ...",https://webapps.ifad.org/members/eb/131/docs/EB-2020-131-R-4.pdf?attach=1,"... meaning either. (abbreviated) environmental, social and climate management frameworks (ESCMFs) or environmental and social impact assessment (ESIA). Moderate ...",https://webapps.ifad.org › docs › EB-2020-131-R-4,webapps_ifad_org_Updated_Social_Environmental_and_Climate_Assessmen.txt,False,False,0,0,none,none,unclear,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Effective governance of transnational adaptation initiatives,https://link.springer.com/article/10.1007/s10784-019-09445-8,"More specifically, Liese and Beisheim (2014: 26) argue that obligations (clear and binding rules), precision in norms (meaning that rules and commitments ...",https://link.springer.com › article,link_springer_com_Effective_governance_of_transnational_adaptation_i.txt,False,False,0,0,none,none,global,,,[]
Kenya,2018–2022,1,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,Risk management and decision-making in relation to ...,https://www.ipcc.ch/site/assets/uploads/sites/4/2019/11/10_Chapter-7.pdf,implementation shortcomings mean that positive effects of social protection systems might not be robust enough to shield recipients completely against the ...,https://www.ipcc.ch › 2019/11 › 10_Chapter-7,www_ipcc_ch_Risk_management_and_decision_making_in_relation_to.txt,False,False,0,0,none,none,unclear,No relevant information found,No relevant information found,[]
