Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Risk management and decision-making in relation to ...,https://www.ipcc.ch/site/assets/uploads/sites/4/2019/11/10_Chapter-7.pdf,"Zommers, 2019: Risk Management and Decision making in Relation to Sustainable Development. In: Climate Change and Land: an IPCC special report on climate change ...",https://www.ipcc.ch › 2019/11 › 10_Chapter-7,www_ipcc_ch_Risk_management_and_decision_making_in_relation_to.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,One Planet network: Home,https://www.oneplanetnetwork.org/home,"The One Planet network is a global community of practitioners, policymakers and experts, including governments, businesses, civil society, academia and ...",https://www.oneplanetnetwork.org › ...,www_oneplanetnetwork_org_One_Planet_network_Home.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,German Sustainable Development Strategy,https://www.bundesregierung.de/resource/blob/974430/1940716/1c63c8739d10011eb116fda1aecb61ca/german-sustainable-development-strategy-en-data.pdf,"If we are to achieve the targets of the German Sustainable. Development Strategy and the goals of the 2030 Agenda for. Sustainable Development, we must embark ...",https://www.bundesregierung.de › resource › blob,www_bundesregierung_de_German_Sustainable_Development_Strategy.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Framework for Sustainable Finance Integrity,https://www.climatepolicyinitiative.org/wp-content/uploads/2021/10/Framework-for-Sustainable-Finance-Integrity.pdf,"Government policy is critical if the financial system is to achieve its sustainability and net zero goals in a coordinated fashion with minimum or no leakage, ...",https://www.climatepolicyinitiative.org › 2021/10,www_climatepolicyinitiative_org_Framework_for_Sustainable_Finance_Integrity.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Enhancing Government Effectiveness and Transparency,https://documents1.worldbank.org/curated/en/235541600116631094/pdf/Enhancing-Government-Effectiveness-and-Transparency-The-Fight-Against-Corruption.pdf,"This work is a product of the staff of The World Bank with external contributions. The findings, interpretations, and conclusions expressed in this work do ...",https://documents1.worldbank.org › curated › pdf,documents1_worldbank_org_Enhancing_Government_Effectiveness_and_Transparenc.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,STRATEGIC PLAN 2018/19 – 2022/23 Sustained Socio- ...,https://www.treasury.go.ke/sites/default/files/Strategies/S.pdf,The Strategic Plan aims at enabling the National. Treasury and Planning achieve the objectives of the. Third Medium Term Plan (MTP III) of the Kenya. Vision ...,https://www.treasury.go.ke › Strategies › S.pdf,www_treasury_go_ke_STRATEGIC_PLAN_2018_19_2022_23_Sustained_Socio_.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Policy Coherence for Sustainable Development 2019,https://www.oecd.org/content/dam/oecd/en/publications/reports/2019/07/policy-coherence-for-sustainable-development-2019_832c5c3c/a90f851f-en.pdf,This report identifies those institutions and mechanisms – enablers for policy coherence for sustainable development (PCSD) – that can support countries to.,https://www.oecd.org › oecd › reports › 2019/07,www_oecd_org_Policy_Coherence_for_Sustainable_Development_2019.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,RETHINKING GENDER-RESPONSIVE PROCUREMENT,https://www.unwomen.org/sites/default/files/Headquarters/Attachments/Sections/Library/Publications/2021/Rethinking-gender-responsive-procurement-en.pdf,The private sector can take action by leveraging buying power and supply chains to have a positive impact on gender equality. In accordance with Principle 5 of.,https://www.unwomen.org › Library › Publications,www_unwomen_org_RETHINKING_GENDER_RESPONSIVE_PROCUREMENT.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Digital Strategy 2022-2025,https://www.undp.org/digital/Digital-Strategy,"This new Digital Strategy will guide UNDP in its efforts to support countries to build inclusive, ethical, and sustainable digital societies.",https://www.undp.org › digital › Digital-Strategy,www_undp_org_Digital_Strategy_2022_2025.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Voluntary National Review of Progress towards the ...,https://assets.publishing.service.gov.uk/media/5d28c296ed915d2feeac499e/UK-Voluntary-National-Review-2019.pdf,"The Goals are not just about doing more, they are about protecting what we have: protecting the environment, protecting heritage, protecting communities, ...",https://assets.publishing.service.gov.uk › media,assets_publishing_service_gov_uk_Voluntary_National_Review_of_Progress_towards_the_.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,E/2020/56 Economic and Social Council - the United Nations,https://docs.un.org/en/E/2020/56,The One Planet network implements the 10-Year Framework of Programmes on. Sustainable Consumption and Production Patterns and is a formally designated.,https://docs.un.org › ...,docs_un_org_E_2020_56_Economic_and_Social_Council_the_United_N.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,International Good Practice Principles for Sustainable ...,https://unemg.org/wp-content/uploads/2021/09/EMGSOM.27_INF_4_Good-Practice-Principles_Sustainable-Infrastructure_Draft2ndEdition.pdf,The International Good Practice Principles for Sustainable Infrastructure have been developed as part of the implementation of United Nations Environment.,https://unemg.org › uploads › 2021/09 › EMGS...,unemg_org_International_Good_Practice_Principles_for_Sustain.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Sustainable food systems: Concept and framework,https://openknowledge.fao.org/server/api/core/bitstreams/b620989c-407b-4caf-a152-f790f55fec71/content,"The food system wheel framework is centred around FAO's main goals, which include poverty reduction, food security and nutrition (Figure 1). These are embedded ...",https://openknowledge.fao.org › core › content,openknowledge_fao_org_Sustainable_food_systems_Concept_and_framework.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Harnessing Technology for the Global Goals: A framework ...,https://www3.weforum.org/docs/WEF_Harnessing_Technology_for_the_Global_Goals_2021.pdf,"The guiding framework for the public sector was developed through a broad stakeholder consultation process, including a global virtual workshop and interviews ...",https://www3.weforum.org › docs › WEF_Harne...,www3_weforum_org_Harnessing_Technology_for_the_Global_Goals_A_frame.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Chapter 4 — Global Warming of 1.5 ºC,https://www.ipcc.ch/sr15/chapter/chapter-4/,"The global response to warming of 1.5°C comprises transitions in land and ecosystem, energy, urban and infrastructure, and industrial systems.",https://www.ipcc.ch › chapter › chapter-4,www_ipcc_ch_Chapter_4_Global_Warming_of_1_5_C.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,World Cities Report 2020: The Value of,https://unhabitat.org/sites/default/files/2020/10/wcr_2020_report.pdf,"The World Cities Report 2020 reaffirms that sustainable urbanization remains central to overall sustainable development by creating economic, social and ...",https://unhabitat.org › default › files › 2020/10,unhabitat_org_World_Cities_Report_2020_The_Value_of.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,The EU in 2021 - General Report on the Activities of the ...,https://op.europa.eu/webpub/com/general-report-2021/en/,"In 2021, following one of the most challenging years in its history, the European Union began to look to the future by launching its recovery from the COVID-19 ...",https://op.europa.eu › webpub › com › general-report-...,op_europa_eu_The_EU_in_2021_General_Report_on_the_Activities_of.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,UK Innovation Strategy: leading the future by creating it ...,https://www.gov.uk/government/publications/uk-innovation-strategy-leading-the-future-by-creating-it/uk-innovation-strategy-leading-the-future-by-creating-it-accessible-webpage,The UK Innovation Strategy sets out the government's vision to make the UK a global hub for innovation by 2035.,https://www.gov.uk › government › publications › uk-i...,www_gov_uk_UK_Innovation_Strategy_leading_the_future_by_creat.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,LEAST COST POWER DEVELOPMENT PLAN 2024 - 2043,https://pppkenya.go.ke/wp-content/uploads/2020/07/Annex-4-LCPDP.pdf,"Kenya has started a green hydrogen programme. The purpose of this programme is to come up with a roadmap, strategy, policy and regulatory framework on the.",https://pppkenya.go.ke › Annex-4-LCPDP,pppkenya_go_ke_LEAST_COST_POWER_DEVELOPMENT_PLAN_2024_2043.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Options under International Law to Increase Resource ...,https://www.umweltbundesamt.de/sites/default/files/medien/5750/publikationen/2021-06-29_texte_102-2021_voeress.pdf,We assess how public international law and other international governance mechanisms could be used more effectively to increase RE and reduce resource ...,https://www.umweltbundesamt.de › publikationen,www_umweltbundesamt_de_Options_under_International_Law_to_Increase_Resour.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Net Zero by 2050 – Analysis,https://www.iea.org/reports/net-zero-by-2050,This special report is the world's first comprehensive study of how to transition to a net zero energy system by 2050 while ensuring stable and affordable ...,https://www.iea.org › reports › net-zero-by-2050,www_iea_org_Net_Zero_by_2050_Analysis.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,STATUS OF INTEGRATION IN THE SOUTHERN AFRICAN ...,https://www.sadc.int/sites/default/files/2021-08/Status_of_Integration_in_the_SADC_Region_Report.pdf,Strategic Plans are comprehensive development frameworks that guide the implementation of SADC's integration agenda and realisation of the regional body's.,https://www.sadc.int › sites › default › files › Statu...,www_sadc_int_STATUS_OF_INTEGRATION_IN_THE_SOUTHERN_AFRICAN_.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Strategy for New India @ 75,https://niti.gov.in/sites/default/files/2019-01/Strategy_for_New_India_0.pdf,"Third, the strategy when implemented, will bridge the gap between public and private sector performance. The Prime Minister has focused on putting in place a ' ...",https://niti.gov.in › sites › default › files › Strateg...,niti_gov_in_Strategy_for_New_India_75.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,National Education Policy 2020,https://www.education.gov.in/sites/upload_files/mhrd/files/NEP_Final_English_0.pdf,"Education is fundamental for achieving full human potential, developing an equitable and just society, and promoting national development.",https://www.education.gov.in › sites › mhrd › files,www_education_gov_in_National_Education_Policy_2020.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,The role of e-government in sustainable public ...,https://www.oneplanetnetwork.org/sites/default/files/from-crm/2.%2520The%2520role%2520of%2520e-government%2520in%2520sustainable%2520public%2520procurement%2520in%2520developing%2520countries%2520A%2520systematic%2520literature%2520review.pdf,"As part of global efforts to promote sustainable development, public procurement practices are being reviewed in line with the United. Nations sustainable ...",https://www.oneplanetnetwork.org › from-crm,www_oneplanetnetwork_org_The_role_of_e_government_in_sustainable_public_.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Leading Practices in Governmental Processes Facilitating ...,https://ppp.worldbank.org/sites/default/files/2022-03/gih_project-preparation_full-document_final_art_web-2.pdf,This Reference Tool on Governmental Processes. Facilitating Infrastructure Project Preparation (or the. 'reference tool' hereinafter) seeks to complement global ...,https://ppp.worldbank.org › sites › default › files,ppp_worldbank_org_Leading_Practices_in_Governmental_Processes_Facili.txt
Kenya,2018–2022,1,One Planet Network supported Kenya sustainable procurement policy implemented policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Making Better Policies for Food Systems,https://www.oecd.org/content/dam/oecd/en/publications/reports/2021/01/making-better-policies-for-food-systems_0fd8c682/ddfba4de-en.pdf,"and One Planet Network Sustainable Food Systems Programme, http://www ... to develop and implement workable regulations by governments and the private sector as ...",https://www.oecd.org › oecd › reports › 2021/01,www_oecd_org_Making_Better_Policies_for_Food_Systems.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Kenya National Energy Efficiency and Conservation Strategy,https://unepccc.org/wp-content/uploads/2020/09/kenya-national-energy-efficiency-and-conservation-strategy-2020-1.pdf,The Kenya National Energy Efficiency and Conser- vation Strategy is the product of concerted efforts by the NEECS Technical Committee comprising officials from ...,https://unepccc.org › uploads › 2020/09 › kenya...,unepccc_org_Kenya_National_Energy_Efficiency_and_Conservation_.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Kenya,https://climateactiontracker.org/countries/kenya/2021-09-15/policies-action/,... Efficiency and Conservation that promotes energy efficiency in private sector companies and public institutions such as government buildings. The Ministry ...,https://climateactiontracker.org › kenya › policies-action,climateactiontracker_org_Kenya.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Resource Efficiency and Circular Economy Target Setting,https://www.unepfi.org/wordpress/wp-content/uploads/2021/12/PRB-Guidance-Resource-Efficiency.pdf,This guidance supports banks that are signatories of Principles for Responsible Banking in their efforts to set targets for resource efficiency and circular ...,https://www.unepfi.org › uploads › 2021/12 › P...,www_unepfi_org_Resource_Efficiency_and_Circular_Economy_Target_Se.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Kenya-Vision-2030-Sector-Progress- ...,https://vision2030.go.ke/wp-content/uploads/2018/09/Kenya-Vision-2030-Sector-Progress-Project-Updates-June-2018.pdf,"The ST&I policy and. ST&I 2013 Act provides a platform to leverage ST&I to transform the economy through implementation of the national priority areas, create ...",https://vision2030.go.ke › uploads › 2018/09,vision2030_go_ke_Kenya_Vision_2030_Sector_Progress_.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Kenya National Sustainable Waste Management Policy 2021,https://plasticsdb.surrey.ac.uk/documents/kenya/Kenya%20National%20Sustainable%20Waste%20Management%20Policy%202021.pdf,National Waste Management Policy the government will establish legal frameworks and take actions that will enable Kenya to harness and incentivize large ...,https://plasticsdb.surrey.ac.uk › documents › Keny...,plasticsdb_surrey_ac_uk_Kenya_National_Sustainable_Waste_Management_Policy.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,National Sustainable Waste Management Policy,https://ke.chm-cbd.net/sites/ke/files/2023-09/SWM_Policy_2021_final_copy.pdf,Pursuant to this National Waste Management Policy the. Government will establish legal frameworks and take actions that will enable Kenya. Page 11. x to ...,https://ke.chm-cbd.net › sites › files › SWM_Poli...,ke_chm-cbd_net_National_Sustainable_Waste_Management_Policy.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,(PDF) Policy Framework for Material Resource Efficiency,https://www.researchgate.net/publication/340940460_Policy_Framework_for_Material_Resource_Efficiency_Pathway_Towards_a_Circular_Economy,The overarching aim of this research is to identify gaps in the current EU policy landscape relating to utilisation of material resources.,https://www.researchgate.net › publication › 34094046...,www_researchgate_net__PDF_Policy_Framework_for_Material_Resource_Effici.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Circular Economy in Africa-EU Cooperation,https://trinomics.eu/wp-content/uploads/2020/12/Country-Report-Kenya_Final_20122020.pdf,"A public-private dialogue on introducing product standards in. Kenya, including standards relating to the environmental performance of products, could promote.",https://trinomics.eu › uploads › 2020/12 › Count...,trinomics_eu_Circular_Economy_in_Africa_EU_Cooperation.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,STRATEGIC PLAN 2018 – 2022,https://www.energy.go.ke/sites/default/files/KAWI/Other%20Downloads/21stSP-FINAL-MINISTRY-SP-2018-20221-1.pdf,"The Kenya National Energy Policy identifies the major challenges facing the energy sector. They include improving the competitiveness, quantity, quality and ...",https://www.energy.go.ke › default › files › KAWI,www_energy_go_ke_STRATEGIC_PLAN_2018_2022.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Kenyan-Circular-Economy-trends-opportunities- ...,https://www.sustainableinclusivebusiness.org/wp-content/uploads/2021/05/Kenyan-Circular-Economy-trends-opportunities-27.05.211.pdf,"Through meaningful partnerships between government agencies and the private sector, Kenya is on a path to strategically integrating circularity in key sectors ...",https://www.sustainableinclusivebusiness.org › K...,www_sustainableinclusivebusiness_org_Kenyan_Circular_Economy_trends_opportunities_.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Appendix D,https://www.housingandurban.go.ke/wp-content/uploads/2018/11/Appendix-D-National-Environmental-Policy-2.pdf,"In addition,. Kenya's environmental resources contribute directly and indirectly to the local and national economy through revenue generation and wealth.",https://www.housingandurban.go.ke › 2018/11,www_housingandurban_go_ke_Appendix_D.txt
Kenya,2018–2022,2,PAGE supported Kenya resource efficiency policy taken action policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2018-01-01 before:2022-01-01,Kenya is in Transition to a Circular Economy - May 2021,https://data.unhcr.org/es/documents/details/87204,"The report provides an overview of the status of circular economy trends in Kenya, existing gaps, and available opportunities. It further showcases Kenya's ...",https://data.unhcr.org › documents › details,data_unhcr_org_Kenya_is_in_Transition_to_a_Circular_Economy_May_2.txt
Kenya,2022–2026,1,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,Global Framework for Action,https://www.oneplanetnetwork.org/sites/default/files/2025-07/250515-Global%20Framework%20for%20Action_V9.pdf,"United Nations. Environment. Programme. SDG Target 12.7: “Promote public procurement practices that are sustainable, in accordance with national policies and ...",https://www.oneplanetnetwork.org › default › files,www_oneplanetnetwork_org_Global_Framework_for_Action.txt
Kenya,2022–2026,1,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,2024 | UNEP Annual Report,https://www.unep.org/annualreport/2024,UNEP's core programme of work is made possible by flexible contributions from Member States and other partners to the Environment Fund and UNEP Planetary Funds.,https://www.unep.org › annualreport,www_unep_org_2024_UNEP_Annual_Report.txt
Kenya,2022–2026,1,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,CODES Action Plan for a Sustainable Planet in the Digital Age,https://sustainabilitydigitalage.org/featured/codes-action-plan-for-a-sustainable-planet-in-the-digital-age/,This Action Plan offers a vision on three systemic shifts needed to achieve this goal together with a set of 9 Impact Initiatives to spark immediate collective ...,https://sustainabilitydigitalage.org › featured › codes-acti...,sustainabilitydigitalage_org_CODES_Action_Plan_for_a_Sustainable_Planet_in_the_.txt
