Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,capacity_relevant,unep_attributed,attributable_relevant_doc,sd,capacity_justification,unep_justification,evidence_phrases
Brazil,2014-2018,https://portals.iucn.org/library/efiles/documents/wcs-004.pdf,2014,2018,2016,World Conservation Strategy,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,portals_iucn_org_World_Conservation_Strategy.txt,False,False,False,,"The document is not about Brazil or the time window 2014-2018. It is a global conservation strategy report from 1980, prepared by IUCN, UNEP, and WWF.","The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil in 2014-2018.",[]
Brazil,2014-2018,https://reliefweb.int/report/world/unep-annual-report-2014,2014,2018,2016,UNEP Annual Report 2014 - World,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,reliefweb_int_UNEP_Annual_Report_2014_World.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil during 2014-2018.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://unesdoc.unesco.org/ark:/48223/pf0000244893.locale=en,2014,2018,2016,World Heritage and tourism in a changing climate,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,unesdoc_unesco_org_World_Heritage_and_tourism_in_a_changing_climate.txt,False,False,False,,No relevant evidence found in the document.,No UNEP attribution found in the document.,[]
Brazil,2014-2018,https://unstats.un.org/unsd/environment/envpdf/unsd_EAC_Workshop/Session%201c_UNEP%20UNEP's%20perspective%20on%20regional%20needs.pdf,2014,2018,2016,UNEP's Mandate,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,unstats_un_org_UNEP_s_Mandate.txt,False,False,False,,"The document does not contain explicit evidence related to Brazil during 2014-2018 about environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://wesr.unep.org/media/docs/assessments/GEO6_LAC_Regional_Assessment_Rp_Final.pdf,2014,2018,2016,LATIN AMERICA AND THE CARIBBEAN,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,wesr_unep_org_LATIN_AMERICA_AND_THE_CARIBBEAN.txt,False,False,False,,"The document does not contain explicit evidence related to Brazil in 2014-2018 about environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks.",There is no explicit link between UNEP and strengthening or enabling capacity evidence in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.belfercenter.org/publication/montreal-protocols-technology-and-economic-assessment-panel-model-post-paris-climate,2014,2018,2016,A Model for Post-Paris Climate-Change Action,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_belfercenter_org_A_Model_for_Post_Paris_Climate_Change_Action.txt,False,False,False,,"The document does not contain explicit evidence related to Brazil or the development of environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks in Brazil during 2014-2018.",The document does not explicitly link UNEP to strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.cbd.int/doc/world/br/br-nbsap-v3-en.pdf,2014,2018,2016,National Biodiversity Strategy and Action Plan,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_cbd_int_National_Biodiversity_Strategy_and_Action_Plan.txt,True,False,False,,"The document provides detailed information on Brazil's National Biodiversity Strategy and Action Plan (NBSAP), which includes various initiatives and programs aimed at conserving and sustainably using biodiversity. The NBSAP construction process involved multiple stakeholders, including government agencies, civil society, and traditional communities. The document highlights several capacity-building efforts, such as the development of the Brazilian Panel on Biodiversity (PainelBio), the creation of the National Biodiversity Commission (Conabio), and the implementation of various programs and projects for species conservation, ecosystem conservation, and access to genetic resources. These efforts demonstrate a strong capacity for environmental governance and conservation in Brazil.",There is no explicit mention of UNEP's involvement in supporting or enabling Brazil's capacity in biodiversity conservation and sustainable use during the 2014-2018 period.,"[""Brazil is a megadiverse country with significant biodiversity"", ""The creation and consolidation of protected areas, the monitoring of habitats and species, and the combat to the illegal removal of native vegetation are among the most important Brazilian efforts to conserve the country’s biodiversity"", ""The National Environment Policy – PNMA, its structure, formulation and application were established by Law nº 6.938, of 31 August 1981"", ""The MMA is the Sisnama actor responsible for the elaboration and monitoring of the National Biodiversity Policy – PNB"", ""The PNB principles, directives and objectives were defined under Decree nº 4.339, of 22 August 2002"", ""In 2002, Decree nº 4.339 ruled that MMA, through Pronabio, should coordinate the implementation of PNB principles and directives"", ""The Brazilian government created the National Biological Diversity Program – Pronabio (Box 2), established by Decree nº 1.354, of 29 December 1994"", ""The National Biodiversity Commission – Conabio (Box 3), which is responsible for coordinating, monitoring and assessing Pronabio actions"", ""The NBSAP construction process involved multiple stakeholders, including government agencies, civil society, and traditional communities""]"
Brazil,2014-2018,https://www.ccacoalition.org/sites/default/files/resources/Time%20To%20Act%20to%20reduce%20Short-Lived%20Climate%20Pollutants.pdf,2014,2018,2016,Time to act to reduce short-lived climate pollutants.,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_ccacoalition_org_Time_to_act_to_reduce_short_lived_climate_pollutan.txt,False,False,False,,"The document does not contain explicit evidence related to Brazil during 2014-2018 about environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks.",The document does not explicitly link UNEP to strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.facebook.com/UNTrinidadandTobago/photos/the-united-nations-environment-programme-unep-office-in-brazil-is-looking-for-a-/1314248125256142/,2014,2018,2016,UN - The United Nations Environment Programme (UNEP) ...,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_facebook_com_UN_The_United_Nations_Environment_Programme_UNEP_.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil during 2014-2018.",The document does not explicitly link UNEP to strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.facebook.com/mfaicookislands/posts/42nd-session-of-the-ipcc-the-cook-islands-was-represented-by-mr-arona-ngari-dire/521237231375855/,2014,2018,2016,Cook Islands Ministry of Foreign Affairs & Immigration,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_facebook_com_Cook_Islands_Ministry_of_Foreign_Affairs_Immigrati.txt,False,False,False,,"The document does not contain explicit evidence related to Brazil's capacity in environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks during 2014-2018.",The document does not explicitly link UNEP to strengthening or enabling any capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.gov.br/mma/pt-br/centrais-de-conteudo/publicacoes/qualidade-ambiental-e-meio-ambiente-urbano/pn-implementacao-pop-atualizacao-2023-en.pdf,2014,2018,2016,National Implementation Plan of Brazil for the Stockholm ...,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_gov_br_National_Implementation_Plan_of_Brazil_for_the_Sto.txt,True,True,True,64.0,"The document provides clear evidence of Brazil's institutional and technical capacity to develop environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems/early warning systems, environmental information platforms, and national environmental reporting frameworks. Specifically, it mentions the development of a National Implementation Plan (NIP) for the Stockholm Convention on Persistent Organic Pollutants (POPs), which includes strategies for managing POPs, reducing releases, and promoting environmentally sound disposal. The plan involves various government agencies, research institutions, and stakeholders, demonstrating a strong institutional framework.","The document explicitly links UNEP to strengthening or enabling Brazil's capacity in environmental management. It mentions that the United Nations Environment Programme (UNEP) and the Global Environment Facility (GEF) provided support for the review and update of Brazil's NIP for the Stockholm Convention. UNEP's involvement includes providing technical assistance and guidance for the development of POP inventories, action plans, and the NIP update. The document highlights that UNEP's support enabled Brazil to strengthen its national capacity for managing POPs and to improve its institutional and technical capabilities.","[""The update of the Brazilian NIP focused on the revision of the inventories of the chemicals of industrial origin (HBCD, POP-PBDE and PFOS and PFOSF) taken as priority and the development of new inventories for the compounds listed after 2015 (decaBDE, dicofol, HCBD, PCNs, PCP, PFOA, SCCPs)."", ""Brazil has followed the provisions of the Stockholm Convention, in terms of not producing any of the listed POPs and only using them for their acceptable purposes and specific exceptions, within the period in which these were granted."", ""The MMA sought assistance from the UNEP–GEF to contract a consultant team of experts on POPs to review and develop new POP inventories and an individual consultant to prepare the NIP document."", ""The Ministry of the Environment and Climate Change of Brazil (Portuguese acronym MMA), in partnership with the United Nations Environment Programme (UNEP) and with funding from Global Environmental Facility (GEF), recognizes and acknowledges, on behalf of the UNEF/GEF project 'Review and Update of the national implementation plan (NIP) for the Stockholm Convention on persistent organic pollutants (POPs) in Brazil', the participation and active contribution of all agencies and institutions that provided information that guided the NIP update process on POPs in Brazil;""]"
Brazil,2014-2018,https://www.international-climate-initiative.com/en/project/ndc-act-invest-24-i-611-global-m-ndc-act-invest-1/,2014,2018,2016,NDC Act & Invest,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_international-climate-initiative_com_NDC_Act_Invest.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil during 2014-2018.",The document does not explicitly link UNEP to strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.interpol.int/en/content/download/5099/file/UNEP-INTERPOL%20Report%20The%20Rise%20of%20Environmental%20Crime.pdf,2014,2018,2016,THE RISE OF ENVIRONMENTAL CRIME,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_interpol_int_THE_RISE_OF_ENVIRONMENTAL_CRIME.txt,False,False,False,,"The document does not contain explicit evidence related to Brazil in 2014-2018 about environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks.",The document does not explicitly link UNEP to strengthening or enabling capacity in Brazil during 2014-2018. Mere mention of UNEP is not enough for attribution.,[]
Brazil,2014-2018,https://www.lifecycleinitiative.org/wp-content/uploads/2016/10/LCIA-publication-preview.pdf,2014,2018,2016,LCIA-publication-preview.pdf,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_lifecycleinitiative_org_LCIA_publication_preview_pdf.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil during 2014-2018.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.millenniumassessment.org/documents/document.766.aspx.pdf,2014,2018,2016,document.766.aspx.pdf,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_millenniumassessment_org_document_766_aspx_pdf.txt,False,False,False,,"The document does not contain explicit evidence related to Brazil in 2014-2018 about environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018 mentioned in the document.,[]
Brazil,2014-2018,https://www.oneplanetnetwork.org/sites/default/files/irp_overview.pdf,2014,2018,2016,The International Resource Panel,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_oneplanetnetwork_org_The_International_Resource_Panel.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil during 2014-2018.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.researchgate.net/publication/322959462_Assessing_global_resource_use_A_systems_approach_to_resource_efficiency_and_pollution_reduction_A_Report_of_the_International_Resource_Panel,2014,2018,2016,(PDF) Assessing global resource use: A systems approach ...,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_researchgate_net__PDF_Assessing_global_resource_use_A_systems_appro.txt,False,False,False,,"The document does not contain explicit evidence related to Brazil or the specified time window (2014-2018), nor does it discuss environmental data systems, statistics, assessments, monitoring systems, information platforms, or national environmental reporting frameworks.",There is no explicit link between UNEP and any capacity strengthening or enabling in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.sciencedirect.com/science/article/pii/S0006320716311223,2014,2018,2016,Environmental impact assessment in Brazilian Amazonia,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_sciencedirect_com_Environmental_impact_assessment_in_Brazilian_Amazo.txt,False,False,False,,The document does not contain any information about Brazil or the specified time window (2014-2018).,"The document does not mention UNEP or any capacity-building activities related to environmental data systems, statistics, assessments, monitoring systems, information platforms, or national reporting frameworks.",[]
Brazil,2014-2018,https://www.sciencedirect.com/science/article/pii/S0959378014001046,2014,2018,2016,Improving the use of current agricultural lands could meet ...,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_sciencedirect_com_Improving_the_use_of_current_agricultural_lands_co.txt,False,False,False,,"The document does not contain any information about Brazil or the specified time window of 2014-2018, nor does it discuss environmental data systems, statistics, assessments, monitoring systems, information platforms, or national reporting frameworks.",There is no mention of UNEP or any connection to capacity building in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.sciencedirect.com/science/article/pii/S1679007314500126,2014,2018,2016,A methodological assessment of the Oasis Project in Brazil,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_sciencedirect_com_A_methodological_assessment_of_the_Oasis_Project_i.txt,False,False,False,,"The document does not contain any information about Brazil or the specified time window of 2014-2018, nor does it discuss environmental data systems, statistics, assessments, monitoring systems, information platforms, or national reporting frameworks.",There is no mention of UNEP or any link to capacity strengthening/enabling in the provided document.,[]
Brazil,2014-2018,https://www.sparkblue.org/system/files/2025-07/UNEP.2016.%20Gender%20Outlook.pdf,2014,2018,2016,The Critical Issues,with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_sparkblue_org_The_Critical_Issues.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil during 2014-2018.",The document does not explicitly link UNEP to strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.tandfonline.com/doi/full/10.4155/cmt.11.46,2014,2018,2016,Full article: The emerging REDD+ regime of Brazil,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_tandfonline_com_Full_article_The_emerging_REDD_regime_of_Brazil.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil during 2014-2018.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.un.org/oceancapacity/sites/www.un.org.oceancapacity/files/thesis_carina_abreu_31_12_pdf_1.pdf,2014,2018,2016,"Brazilian Coastal and Marine Protected Areas Importance, ...",UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_un_org_Brazilian_Coastal_and_Marine_Protected_Areas_Impor.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks in Brazil during 2014-2018.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.uncclearn.org/wp-content/uploads/library/unep23092015.pdf,2014,2018,2016,Global Waste Management Outlook,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_uncclearn_org_Global_Waste_Management_Outlook.txt,False,False,False,,"The document does not contain explicit evidence related to Brazil in 2014-2018 about environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks.",The document does not explicitly link UNEP to strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.unep-wcmc.org/news/implementing-brazils-new-forest-code-will-reduce-emissions,2014,2018,2016,Implementing Brazil's new Forest Code will reduce emissions,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_unep-wcmc_org_Implementing_Brazil_s_new_Forest_Code_will_reduce_.txt,True,True,True,64.0,"The document mentions a consortium including UNEP-WCMC that developed a land use model (GLOBIOM-Brazil) to support policy development in Brazil, which was used by Brazilian decision-makers. This indicates strong evidence of system development and institutional strengthening in environmental data systems and scientific environmental assessments.","UNEP-WCMC is explicitly mentioned as part of the consortium that developed the GLOBIOM-Brazil model, which was used by Brazilian decision-makers. This suggests a clear UNEP-supported system development or institutional strengthening.","[""a consortium of leading research institutes (IIASA, INPE, IPEA and UNEP-WCMC) joined forces to develop and apply a land use model"", ""The resulting GLOBIOM-Brazil model was validated using improved national data and its findings were taken into account by Brazilian decision-makers""]"
Brazil,2014-2018,https://www.unep.org/news-and-stories/press-release/rethinking-how-we-live-how-we-buy-and-what-we-consume,2014,2018,2016,"Rethinking How We Live, How We Buy and What ...",with UNEP support Brazil scientific assessment after:2014-01-01 before:2018-01-01,www_unep_org_Rethinking_How_We_Live_How_We_Buy_and_What_.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil during 2014-2018.","The document mentions UNEP's involvement in the Sustainable Lifestyles and Education Programme, but does not explicitly link UNEP to strengthening or enabling capacity in Brazil during 2014-2018.",[]
Brazil,2014-2018,https://www.unep.org/news-and-stories/press-release/sustainability-projects-combat-waste-pollution-brazil-world-cup,2014,2018,2016,"Sustainability Projects Combat Waste, Pollution at Brazil ...",UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_unep_org_Sustainability_Projects_Combat_Waste_Pollution_at_.txt,True,True,True,48.0,"The document provides evidence of Brazil's capacity to develop environmental data systems, environmental statistics, and monitoring systems during the 2014 World Cup. For example, it mentions the implementation of sustainability projects, environmental certification of stadiums, and compensation of direct emissions of greenhouse gases generated by the event. However, the evidence is mostly related to specific initiatives and projects rather than institutionalized national systems.","The document explicitly links UNEP to strengthening or enabling Brazil's capacity in environmental sustainability during the 2014 World Cup. UNEP is mentioned as a supporter of the sustainability projects, and its Executive Director, Achim Steiner, is quoted in the document. The Green Passport campaign, which aims to establish more sustainable patterns of consumption and production, was coordinated by the government of Brazil in conjunction with UNEP.","[""Municipalities across Brazil have implemented a number of sustainability projects during the 2014 FIFA World Cup, ranging from the environmental certification of stadiums to the compensation of direct emissions of greenhouse gases generated by the event."", ""The projects were coordinated by the Ministries of Environment, Sport, Tourism, Social Development and Fight against Hunger, and Agricultural Development, and were supported by the United Nations Environment Programme (UNEP) in partnership with states and host cities."", ""UNEP has been connecting sports and environment for more than 20 years. We bring an environmental approach to big sports events, and the Green Passport has done its part during the 2014 FIFA World Cup in Brazil."", ""The Green Passport campaign aims to establish more sustainable patterns of consumption and production among tourists who travel in Brazil. It is coordinated by the government of Brazil in conjunction with UNEP.""]"
Brazil,2014-2018,https://www.unep.org/news-and-stories/press-release/unep-launches-green-passport-initiative-reduce-environmental-impacts,2014,2018,2016,UNEP Launches Green Passport Initiative to Reduce ...,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_unep_org_UNEP_Launches_Green_Passport_Initiative_to_Reduce_.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks in Brazil during 2014-2018.","The document mentions UNEP's involvement in the Green Passport initiative in Brazil during 2014, but it is not related to the specified capacity domains.",[]
Brazil,2014-2018,https://www.unep.org/news-and-stories/story/brazils-cleanseas-week-kicks-1500-volunteers-copacabana-beach,2014,2018,2016,Brazil's #CleanSeas week kicks off with 1500 volunteers on ...,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_unep_org_Brazil_s_CleanSeas_week_kicks_off_with_1500_volunt.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks in Brazil during 2014-2018.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018 in the provided document.,[]
Brazil,2014-2018,https://www.unep.org/regions/latin-america-and-caribbean,2014,2018,2016,Latin America and the Caribbean,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_unep_org_Latin_America_and_the_Caribbean.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks for Brazil during 2014-2018.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018.,[]
Brazil,2014-2018,https://www.unep.org/resources/policy-and-strategy/air-quality-policies-brazil,2014,2018,2016,Air Quality Policies in Brazil,UNEP supported Brazil environmental monitoring after:2014-01-01 before:2018-01-01,www_unep_org_Air_Quality_Policies_in_Brazil.txt,False,False,False,,"The document does not contain explicit evidence related to environmental data systems, environmental statistics, scientific environmental assessments, monitoring systems / early warning systems, environmental information platforms, or national environmental reporting frameworks in Brazil during 2014-2018.",There is no explicit link between UNEP and strengthening or enabling capacity in Brazil during 2014-2018.,[]
