Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,chemicals_relevant,unep_attributed,attributable_relevant_doc,sd,policy_regulation_score,unep_attribution_score,instrument_type,action_stage,evidence_level,sector,chemicals_justification,unep_justification,evidence_phrases
Brazil,2018-2022,https://gefcrew.org/carrcu/19IGM/LBSCOP5/Info-Docs/WG.41INF.10Rev.1-en.pdf,2018,2022,2020,Regional Nutrient Pollution Reduction Strategy and Action ...,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,gefcrew_org_Regional_Nutrient_Pollution_Reduction_Strategy_and.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.","There is no explicit link between UNEP and the development/adoption/revision/implementation/strengthening of any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2018-2022.","[""The document is about a Regional Nutrient Pollution Reduction Strategy and Action Plan for the Wider Caribbean Region, not about Brazil specifically.""]"
Brazil,2018-2022,https://gggi.org/wp-content/uploads/2020/10/20022_Jordan_Waste_v03_HL_Web.pdf,2018,2022,2020,WASTE SECTOR,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,gggi_org_WASTE_SECTOR.txt,False,False,False,,0.0,0.0,none,none,unclear,none,The document is not about Brazil or the time window 2018-2022. The document text appears to be an error message and does not contain any relevant information.,The document does not contain any information about UNEP's involvement in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://greenfinancelac.org/wp-content/uploads/2020/06/Environmental_Social_Governance.2.pdf,2018,2022,2020,"Environmental, Social and Governance",UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,greenfinancelac_org_Environmental_Social_and_Governance.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found,No evidence found,[]
Brazil,2018-2022,https://library.sprep.org/sites/default/files/2021-03/international-environmental-law.pdf,2018,2022,2020,International Environmental Law,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,library_sprep_org_International_Environmental_Law.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No relevant information found,[]
Brazil,2018-2022,https://medblueconomyplatform.org/wp-content/uploads/2021/10/2021_frompollutiontosolution.pdf,2018,2022,2020,FROM POLLUTION TO SOLUTION,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,medblueconomyplatform_org_FROM_POLLUTION_TO_SOLUTION.txt,False,False,False,,0.0,0.0,none,none,global,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2018–2022.","The document does not explicitly link UNEP to development/adoption/revision/implementation/strengthening of any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2018–2022.",[]
Brazil,2018-2022,https://mpra.ub.uni-muenchen.de/108566/1/MPRA_paper_108566.pdf,2018,2022,2020,Germany is Ahead to Implement Sustainable Circular ...,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,mpra_ub_uni-muenchen_de_Germany_is_Ahead_to_Implement_Sustainable_Circular.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence found related to chemicals, waste, circular economy, or pollution policies in Brazil from 2018-2022.",No explicit link to UNEP found in relation to SP3.1 outcomes.,[]
Brazil,2018-2022,https://nicholasinstitute.duke.edu/sites/default/files/publications/20-Years-of-Government-Responses-to-the-Global-Plastic-Pollution-Problem_final_reduced.pdf,2018,2022,2020,20 Years of Government Responses to the Global Plastic ...,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,nicholasinstitute_duke_edu_20_Years_of_Government_Responses_to_the_Global_Pla.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence found related to circular economy, chemicals management, waste management, pollution prevention/control policies/laws/regulations in Brazil (2018-2022).",No explicit link to UNEP found in relation to SP3.1 policy/law/regulation outcomes in Brazil (2018-2022).,[]
Brazil,2018-2022,https://nyujilp.org/wp-content/uploads/2019/09/NYI402.pdf,2018,2022,2020,CHINA'S ENVIRONMENTAL CAMPAIGN,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,nyujilp_org_CHINA_S_ENVIRONMENTAL_CAMPAIGN.txt,False,False,False,,0.0,0.0,none,none,global,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2018-2022.","[""The document text provided is not about Brazil during 2018-2022, but rather about China's environmental campaign and the global waste trade, specifically focusing on China's ban on foreign waste imports.""]"
Brazil,2018-2022,https://onlinelibrary.wiley.com/doi/10.1111/reel.12422,2018,2022,2020,Pharmaceutical pollution: A weakly regulated global ...,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,onlinelibrary_wiley_com_Pharmaceutical_pollution_A_weakly_regulated_global.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.","There is no explicit link between UNEP and the development/adoption/revision/implementation of a policy, law, regulation, strategy, action plan, or official framework in Brazil during 2018-2022.","[""The document does not provide relevant evidence for Brazil during 2018-2022.""]"
Brazil,2018-2022,https://open.metu.edu.tr/bitstream/handle/11511/91602/10412180.pdf,2018,2022,2020,evaluation of the european union and turkish legislation,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,open_metu_edu_tr_evaluation_of_the_european_union_and_turkish_legis.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found,No evidence found,[]
Brazil,2018-2022,https://openknowledge.worldbank.org/bitstreams/d0529388-cd9b-5cbb-ba9b-0c39f20ffeb4/download,2018,2022,2020,water in circular economyand resilience (wicer),UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,openknowledge_worldbank_org_water_in_circular_economyand_resilience_wicer_.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No relevant information found,[]
Brazil,2018-2022,https://orbit.dtu.dk/files/170843838/GCOII_synth.pdf,2018,2022,2020,UN Environment Global Chemicals Outlook II,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,orbit_dtu_dk_UN_Environment_Global_Chemicals_Outlook_II.txt,False,False,False,,0.0,0.0,none,none,unclear,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.",There is no explicit link between UNEP and any policy/law/regulation outcome in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC7731724/,2018,2022,2020,Human Health and Ocean Pollution - PMC,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,pmc_ncbi_nlm_nih_gov_Human_Health_and_Ocean_Pollution_PMC.txt,False,False,False,,0.0,0.0,none,none,unclear,none,"No evidence found related to circular economy, chemicals management, waste management, pollution prevention/control policies in Brazil during 2018-2022.",No explicit link to UNEP found in relation to SP3.1 policy/law/regulation outcomes in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC9759372/,2018,2022,2020,"Assessing threats, regulations, and strategies to abate plastic ...",UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,pmc_ncbi_nlm_nih_gov_Assessing_threats_regulations_and_strategies_to_ab.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain any information related to chemicals, waste, circular economy, or pollution policies in Brazil during 2018-2022.","There is no mention of UNEP or any connection to the policies, laws, or regulations in Brazil during 2018-2022.",[]
Brazil,2018-2022,https://publications.iadb.org/publications/english/document/Plastic-Waste-Management-and-Leakage-in-Latin-America-and-the-Caribbean.pdf,2018,2022,2020,Plastic Waste Management and Leakage in Latin America and ...,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,publications_iadb_org_Plastic_Waste_Management_and_Leakage_in_Latin_Amer.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.",There is no explicit link between UNEP and any policy/law/regulation outcome in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://pubs.acs.org/doi/10.1021/acs.est.9b06379,2018,2022,2020,Toward a Global Understanding of Chemical Pollution,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,pubs_acs_org_Toward_a_Global_Understanding_of_Chemical_Pollutio.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.",There is no explicit link between UNEP and any policy/law/regulation outcome in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://repository.uantwerpen.be/docstore/d:irua:6495,2018,2022,2020,A Review of Technological Solutions to Prevent or Reduce ...,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,repository_uantwerpen_be_A_Review_of_Technological_Solutions_to_Prevent_or_.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found,No evidence found,[]
Brazil,2018-2022,https://saiia.org.za/wp-content/uploads/2018/06/Policy-Insights-59.pdf,2018,2022,2020,DEVELOPING EFFECTIVE AFRICAN POLICY RESPONSES,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,saiia_org_za_DEVELOPING_EFFECTIVE_AFRICAN_POLICY_RESPONSES.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,Document not retrieved due to fetch error. No evidence available for evaluation.,Document not retrieved due to fetch error. No evidence available for evaluation.,[]
Brazil,2018-2022,https://sdgs.un.org/sites/default/files/documents/17969VClist20180314.csv,2018,2022,2020,17969VClist20180314.csv - SDGs - the United Nations,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,sdgs_un_org_17969VClist20180314_csv_SDGs_the_United_Nations.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence related to circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.",No explicit link between UNEP and any policy/law/regulation outcome for Brazil during 2018-2022.,[]
Brazil,2018-2022,https://tehranconvention.org/system/files/tcis/cop6_14_marine_litter_project_prepcom_fin.pdf,2018,2022,2020,"Regional project ""Addressing Marine Litter in the Caspian ...",UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,tehranconvention_org_Regional_project_Addressing_Marine_Litter_in_the_C.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.","There is no explicit link between UNEP and the development/adoption/revision/implementation of any policy, law, regulation, strategy, or official framework in Brazil during 2018-2022.",[]
Brazil,2018-2022,https://www.bsp.gov.ph/Regulations/Issuances/2022/CL-2022-011.pdf,2018,2022,2020,Philippine Sustainable Finance Roadmap,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_bsp_gov_ph_Philippine_Sustainable_Finance_Roadmap.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document is about the Philippine Sustainable Finance Roadmap and does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2018–2022.","There is no explicit link between UNEP and the development/adoption/revision/implementation/strengthening of any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2018–2022.","[""The document is not relevant to Brazil or the specified time window.""]"
Brazil,2018-2022,https://www.cambridge.org/core/journals/transnational-environmental-law/article/conceptualizing-the-transnational-regulation-of-plastics-moving-towards-a-preventative-and-just-agenda-for-plastics/B6BD29139610E779500C205A41FDB5E3,2018,2022,2020,Conceptualizing the Transnational Regulation of Plastics,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_cambridge_org_Conceptualizing_the_Transnational_Regulation_of_Pl.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,The document text does not contain any relevant information about Brazil or the time window 2018-2022.,The document text does not contain any relevant information about UNEP's involvement.,[]
Brazil,2018-2022,https://www.ccacoalition.org/news/instead-waste-ing-away-cities-are-teaming-prevent-pollution,2018,2022,2020,"Instead of Waste-ing Away, Cities are Teaming Up to ...",UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_ccacoalition_org_Instead_of_Waste_ing_Away_Cities_are_Teaming_Up_to.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"No evidence found related to chemicals, waste, circular economy, or pollution policies in Brazil from 2018-2022.",No explicit link to UNEP found in relation to SP3.1 outcomes.,[]
Brazil,2018-2022,https://www.ciel.org/wp-content/uploads/2019/02/Plastic-and-Health-The-Hidden-Costs-of-a-Plastic-Planet-February-2019.pdf,2018,2022,2020,Plastic & Health: The Hidden Costs of a Plastic Planet,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_ciel_org_Plastic_Health_The_Hidden_Costs_of_a_Plastic_Plane.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.","There is no explicit link between UNEP and any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2018-2022.","[""No relevant evidence found.""]"
Brazil,2018-2022,https://www.circulareconomy.co.za/wp-content/uploads/2021/12/CSIR-2021-Circular-Economy-As-Development-Opportunity.pdf,2018,2022,2020,THE CIRCULAR ECONOMY AS DEVELOPMENT ...,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_circulareconomy_co_za_THE_CIRCULAR_ECONOMY_AS_DEVELOPMENT_.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document is about South Africa's circular economy, but it does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention/control, or policies/laws/regulations in key sectors for Brazil during 2018–2022.","There is no explicit link between UNEP and the development/adoption/revision/implementation/strengthening of any policy, law, regulation, strategy, action plan, or official framework in the document.","[""The document does not provide relevant evidence for Brazil during 2018–2022.""]"
Brazil,2018-2022,https://www.efdinitiative.org/sites/default/files/publications/gcoii_synth.pdf,2018,2022,2020,Global Chemicals OutlooK II,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_efdinitiative_org_Global_Chemicals_OutlooK_II.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found,No evidence found,[]
Brazil,2018-2022,https://www.eionet.europa.eu/etcs/etc-wmge/products/etc-wmge-reports/sustainability-transition-and-the-european-green-deal-a-macro-dynamic-perspective/@@download/file/ETC-WMGE_Eionet%20ETC%20report_Macro%20transition%20GE%20December%202021.pdf,2018,2022,2020,Sustainability transition and the European Green Deal,UNEP initiative Brazil plastic pollution policy revising policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_eionet_europa_eu_Sustainability_transition_and_the_European_Green_D.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence related to Brazil 2018-2022,No UNEP attribution found,[]
Brazil,2018-2022,https://www.eria.org/uploads/media/ERIA-Books-2018-Industry4.0-Circular_Economy.pdf,2018,2022,2020,Industry 4.0: Empowering ASEAN for the Circular Economy,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_eria_org_Industry_4_0_Empowering_ASEAN_for_the_Circular_Eco.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No UNEP attribution found,[]
Brazil,2018-2022,https://www.facebook.com/UNEPCartagenaConvention/posts/this-publication-captures-sgps-experiences-and-lessons-learned-on-plastics-manag/3038200359555512/,2018,2022,2020,This publication captures SGP's experiences and lessons ...,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_facebook_com_This_publication_captures_SGP_s_experiences_and_le.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2018-2022.",There is no explicit link between UNEP and any policy/law/regulation outcome for Brazil during 2018-2022.,[]
Brazil,2018-2022,https://www.facebook.com/unep/posts/what-is-your-country-doing-to-tackle-e-waste-nigeria-is-kickstarting-a-circulare/10157916448890712/,2018,2022,2020,What is your country doing to tackle e-waste? Nigeria🇳🇬 ...,UNEP programme Brazil key sectors pollution prevention launched policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,www_facebook_com_What_is_your_country_doing_to_tackle_e_waste_Niger.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to circular approaches/circular economy, chemicals management, waste management, pollution prevention and control, or policies/laws/regulations in key sectors for Brazil during 2018–2022.","The document does not explicitly link UNEP to development/adoption/revision/implementation/strengthening of any policy, law, regulation, strategy, action plan, or official framework in Brazil during 2018–2022.",[]
