Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,FROM POLLUTION TO SOLUTION,https://www.gdr-po.cnrs.fr/docs/UNEP_2021.pdf,United Nations Environment Programme (2021). From Pollution to. Solution. A global assessment of marine litter and plastic pollution Nairobi. Production. United ...,https://www.gdr-po.cnrs.fr › docs › UNEP_2021,www_gdr-po_cnrs_fr_FROM_POLLUTION_TO_SOLUTION.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Solid waste management in the context of the waste hierarchy ...,https://academic.oup.com/ieam/article/20/1/9/7725080,"We qualitatively evaluated global SWM strategies and practices, identifying opportunities, barriers, and best practices.",https://academic.oup.com › ieam › article,academic_oup_com_Solid_waste_management_in_the_context_of_the_waste.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,The Global E-waste Monitor 2020,https://ewastemonitor.info/wp-content/uploads/2020/11/GEM_2020_def_july1_low.pdf,"Monitoring the quantities and flows of e-waste is essential for evaluating developments over time, and to set and assess targets towards a sustainable society ...",https://ewastemonitor.info › uploads › 2020/11,ewastemonitor_info_The_Global_E_waste_Monitor_2020.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,DEVELOPING EFFECTIVE AFRICAN POLICY RESPONSES,https://saiia.org.za/wp-content/uploads/2018/06/Policy-Insights-59.pdf,"Sustainable use of resources is addressed under the section. 'Management of chemicals and waste, including hazardous waste' (articles 70 and. Page 11. 1 1.",https://saiia.org.za › 2018/06 › Policy-Insights-59,saiia_org_za_DEVELOPING_EFFECTIVE_AFRICAN_POLICY_RESPONSES.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,United Nations Environment Assembly of the ...,https://apps1.unep.org/resolutions/uploads/unep_aheg_2018_1_inf_4_unea2_edited.pdf,Our distribution policy aims to reduce UNEP's carbon footprint. Recommended citation: UNEP (2016). Marine plastic debris and microplastics – Global ...,https://apps1.unep.org › resolutions › uploads › u...,apps1_unep_org_United_Nations_Environment_Assembly_of_the_.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Appendix D,https://www.housingandurban.go.ke/wp-content/uploads/2018/11/Appendix-D-National-Environmental-Policy-2.pdf,"In Kenya, management of chemicals has been without a guiding policy. In its absence, Kenya is vulnerable to risks and hazards associated with chemicals. 5.8 ...",https://www.housingandurban.go.ke › 2018/11,www_housingandurban_go_ke_Appendix_D.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,20 Years of Government Responses to the Global Plastic ...,https://nicholasinstitute.duke.edu/sites/default/files/publications/20-Years-of-Government-Responses-to-the-Global-Plastic-Pollution-Problem_final_reduced.pdf,• [Strategy recommends to] develop programs and plan for management of waste to reduce the marine litter at source..[including to] encourage direct development.,https://nicholasinstitute.duke.edu › publications,nicholasinstitute_duke_edu_20_Years_of_Government_Responses_to_the_Global_Pla.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Addressing single-use plastic products pollution,https://www.lifecycleinitiative.org/wp-content/uploads/2021/02/Addressing-SUP-Products-using-LCA_UNEP-2021_FINAL-Report-sml.pdf,"Policy approach under which the responsibility of producers – financial and/or physical – is extended beyond the use of their products, e.g. for the treatment.",https://www.lifecycleinitiative.org › 2021/02 › A...,www_lifecycleinitiative_org_Addressing_single_use_plastic_products_pollution.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,"The Role of Legislation, Regulatory Initiatives and ...",https://www.frontiersin.org/journals/environmental-science/articles/10.3389/fenvs.2020.00104/full,"There is the need to create and implement legislation aimed at curtailing, and, ideally, eliminating, the continual growing threats of plastic waste.",https://www.frontiersin.org › fenvs.2020.00104 › full,www_frontiersin_org_The_Role_of_Legislation_Regulatory_Initiatives_and.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Rethinking Single-Use Plastic Products in Travel & Tourism,https://www.oneplanetnetwork.org/sites/default/files/from-crm/rethinking_single-use_plastic_products_in_travel_tourism_-_unep_wttc.pdf,"This is the result of high use of single- use products and plastic packaging, inadequate waste management systems, unregulated landfills and insufficient ...",https://www.oneplanetnetwork.org › from-crm,www_oneplanetnetwork_org_Rethinking_Single_Use_Plastic_Products_in_Travel_T.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Appendix D,https://www.housingandurban.go.ke/wp-content/uploads/2018/11/Appendix-D-National-Environmental-Policy-2.pdf,"In Kenya, management of chemicals has been without a guiding policy. In its absence, Kenya is vulnerable to risks and hazards associated with chemicals. 5.8 ...",https://www.housingandurban.go.ke › 2018/11,www_housingandurban_go_ke_Appendix_D.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,"Making trade work for the environment, prosperity and ...",https://www.wto.org/english/res_e/publications_e/unereport2018_e.pdf,"Close collaboration between the Secretariats and past cooperation between UN. Environment and the WTO on topics such as trade and climate change, fisheries.",https://www.wto.org › res_e › unereport2018_e,www_wto_org_Making_trade_work_for_the_environment_prosperity_a.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,20 Years of Government Responses to the Global Plastic ...,https://nicholasinstitute.duke.edu/sites/default/files/publications/20-Years-of-Government-Responses-to-the-Global-Plastic-Pollution-Problem_final_reduced.pdf,• [Strategy recommends to] develop programs and plan for management of waste to reduce the marine litter at source..[including to] encourage direct development.,https://nicholasinstitute.duke.edu › publications,nicholasinstitute_duke_edu_20_Years_of_Government_Responses_to_the_Global_Pla.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Rethinking sustainability: a review of Liberia's municipal solid ...,https://pmc.ncbi.nlm.nih.gov/articles/PMC7202682/,The purpose of this review was to highlight the current waste management activities in Liberia and provide information to the readers about the challenges ...,https://pmc.ncbi.nlm.nih.gov › articles › PMC7202682,pmc_ncbi_nlm_nih_gov_Rethinking_sustainability_a_review_of_Liberia_s_mu.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,The Truth Behind Trash,https://eia-international.org/wp-content/uploads/EIA-The-Truth-Behind-Trash-FINAL.pdf,Available here (September 2021) and Republic of Kenya. Ministry of Environment & Forestry (2020) National. Sustainable Waste Management Policy. Available here ...,https://eia-international.org › wp-content › uploads,eia-international_org_The_Truth_Behind_Trash.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,The Circular Economy and Impact Assessment,https://iaia.org/wp-content/uploads/2025/03/The-Circular-Economy-and-Impact-Assessment-a-Primer.pdf,Josh Fothergill MSc FIEMA CEnv. Josh is a recognized expert in both the circular economy (CE) and impact assessment (IA). He was a key author.,https://iaia.org › wp-content › uploads › 2025/03,iaia_org_The_Circular_Economy_and_Impact_Assessment.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Circular economy opportunities Vanuatu,https://climatepromise.undp.org/sites/default/files/research_report_document/undp-clmate-promise-vanuatu-circular-economy-opportunities.pdf,"Waste Management and Pollution Control. Strategy and Implementation Plan 2016-. 2020, available from: https://www.nab. vu/sites/default/files/documents/soiws ...",https://climatepromise.undp.org › default › files,climatepromise_undp_org_Circular_economy_opportunities_Vanuatu.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,INTERNATIONAL GUIDELINES FOR INDUSTRIAL PARKS,https://www.unido.org/sites/default/files/files/2019-11/International_Guidelines_for_Industrial_Parks.pdf,Such strategies should be based on the conventional waste management hierarchy that should encourage: Reduction of hazardous substances at the source by ...,https://www.unido.org › default › files › files › I...,www_unido_org_INTERNATIONAL_GUIDELINES_FOR_INDUSTRIAL_PARKS.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Safeguarding-the-Environment-through-Effective-Pollution- ...,http://kmco.co.ke/wp-content/uploads/2019/09/Safeguarding-the-Environment-through-Effective-Pollution-Control-in-Kenya-Kariuki-Muigua-28th-SEPT-2019.pdf,Towards an Effective framework on Pollution Control in Kenya. 6.1 Effective Waste Management. Effective disposal and management of waste is considered as one ...,http://kmco.co.ke › uploads › 2019/09 › Safegua...,kmco_co_ke_Safeguarding_the_Environment_through_Effective_Pol.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Sustainable Development Goal 6 Synthesis Report on ...,https://www.unwater.org/sites/default/files/app/uploads/2018/12/SDG6_SynthesisReport2018_WaterandSanitation_04122018.pdf,"Progress in nutrition, health, education, work, equality, environmental protection and international cooperation are all related to the availability and ...",https://www.unwater.org › uploads › 2018/12,www_unwater_org_Sustainable_Development_Goal_6_Synthesis_Report_on.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,The Burden of Microplastics Pollution and Contending ...,https://www.mdpi.com/1660-4601/19/11/6773,"This review provided the first snapshot of the global and local governance strategies currently aimed at mitigating plastic pollution, their limitations, and ...",https://www.mdpi.com › ...,www_mdpi_com_The_Burden_of_Microplastics_Pollution_and_Contendi.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,EPR Toolbox |Know-how to enable Extended Producer ...,https://prevent-waste.net/wp-content/uploads/2023/06/FS00_Introduction_updated-Sepetmber-2022.pdf,Organising and financing waste management in a circular economy. Achieving an effective circular economy has important implications for every step of the ...,https://prevent-waste.net › uploads › 2023/06 › F...,prevent-waste_net_EPR_Toolbox_Know_how_to_enable_Extended_Producer_.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,danish-organisation-strategy-for-united-nations- ...,https://um.dk/media/nakniblj/danish-organisation-strategy-for-united-nations-environment-programme-unep-20222025.pdf,"Finally, for chemicals and pollution action, the outcomes focus on enhancing capacity and leadership in the sound management of chemicals and waste; improving ...",https://um.dk › media › nakniblj › danish-organi...,um_dk_danish_organisation_strategy_for_united_nations_.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,An Inclusive Circular Economy,https://www.chathamhouse.org/sites/default/files/publications/research/2019-05-22-Circular%20Economy.pdf,"The CE continues to be understood primarily as a waste management and recycling strategy, but the economic opportunities are far broader and more diverse. With ...",https://www.chathamhouse.org › files › research,www_chathamhouse_org_An_Inclusive_Circular_Economy.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Solid Waste Management and Policies Toward Sustainable ...,https://link.springer.com/rwe/10.1007/978-981-15-7525-9_27-1,"This chapter mainly focuses on solid waste, its types, various sources, and disposal technologies used for proper management of solid waste.",https://link.springer.com › rwe,link_springer_com_Solid_Waste_Management_and_Policies_Toward_Sustain.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Best Practices for Solid Waste Management,https://www.iges.or.jp/en/publication_documents/pub/policyreport/en/11066/Best+Practices+for+SWM_Guide+for+Decision+Makers+in+Developing+Countries_Oct+20_0.pdf,prepared Nepal's “Disaster Waste Management Policy/Strategy Nepal” (UNEP 2018a). The plan's objectives include promoting the latest technology through ...,https://www.iges.or.jp › pub › policyreport › Best...,www_iges_or_jp_Best_Practices_for_Solid_Waste_Management.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,DEVELOPING EFFECTIVE AFRICAN POLICY RESPONSES,https://saiia.org.za/wp-content/uploads/2018/06/Policy-Insights-59.pdf,"Sustainable use of resources is addressed under the section. 'Management of chemicals and waste, including hazardous waste' (articles 70 and. Page 11. 1 1.",https://saiia.org.za › 2018/06 › Policy-Insights-59,saiia_org_za_DEVELOPING_EFFECTIVE_AFRICAN_POLICY_RESPONSES.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Addressing single-use plastic products pollution,https://www.lifecycleinitiative.org/wp-content/uploads/2021/02/Addressing-SUP-Products-using-LCA_UNEP-2021_FINAL-Report-sml.pdf,"Policy approach under which the responsibility of producers – financial and/or physical – is extended beyond the use of their products, e.g. for the treatment.",https://www.lifecycleinitiative.org › 2021/02 › A...,www_lifecycleinitiative_org_Addressing_single_use_plastic_products_pollution.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Environmental and Social Management Framework Africa ...,https://nema.go.ke/wp-content/uploads/2024/09/Environmental-and-Social-Management-Framework-Africa-Environmental-Health-and-Pollution-Management-Program.pdf,ESS3 Resource Efficiency and Pollution Prevention and Management: Different activities under the project ... management of chemicals in ASGM and waste recycling ...,https://nema.go.ke › uploads › 2024/09 › Enviro...,nema_go_ke_Environmental_and_Social_Management_Framework_Afri.txt
Kenya,2018–2022,1,UNEP project Kenya chemicals and waste management policy developing policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,AFRICAN ECONOMIC RESEARCH CONSORTIUM ( ...,https://publication.aercafricalibrary.org/bitstreams/43d69dab-53c7-4b7a-918e-0dec5c6d03c7/download,"Good public environmental policy requires an understanding of the nature of various pollutants, their effects on the environment, and their costs. Pollution ...",https://publication.aercafricalibrary.org › downlo...,publication_aercafricalibrary_org_AFRICAN_ECONOMIC_RESEARCH_CONSORTIUM_.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Combating marine plastic litter and microplast,https://apps1.unep.org/resolutions/uploads/unep_aheg_2018_inf3_full_assessment_en.pdf,"UN Environment, 2017. Combating marine plastic litter and microplastics: An assessment of the effectiveness of relevant international, regional and subregional ...",https://apps1.unep.org › resolutions › uploads › u...,apps1_unep_org_Combating_marine_plastic_litter_and_microplast.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,The Global E-waste Monitor 2020,https://ewastemonitor.info/wp-content/uploads/2020/11/GEM_2020_def_july1_low.pdf,"Monitoring the quantities and flows of e-waste is essential for evaluating developments over time, and to set and assess targets towards a sustainable society ...",https://ewastemonitor.info › uploads › 2020/11,ewastemonitor_info_The_Global_E_waste_Monitor_2020.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,"Marine litter and plastic waste, household ...",https://www.facebook.com/PlanningTT/posts/marine-litter-and-plastic-waste-household-waste-engineered-landfills-guidelines-/2573987762659240/,"Together, they aim to strengthen national policies and establish a comprehensive regional structure for waste management and circular economy action across the ...",20+ reactions,www_facebook_com_Marine_litter_and_plastic_waste_household_.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Demystifying Finance for Circular Economies,https://www.unepfi.org/wordpress/wp-content/uploads/2021/03/UNEPFI_DemystfyingFinanceCircularity-2020-2.pdf,The United Nations Environment Programme Finance Initiative (UNEP FI) is a partnership between UNEP and the global financial sector to mobilize private ...,https://www.unepfi.org › uploads › 2021/03 › U...,www_unepfi_org_Demystifying_Finance_for_Circular_Economies.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Environmental and Social Management Framework Africa ...,https://nema.go.ke/wp-content/uploads/2024/09/Environmental-and-Social-Management-Framework-Africa-Environmental-Health-and-Pollution-Management-Program.pdf,"... prevention and control of pollution ... Plan aims to mainstream environmental management activities into the Ministries Policies, Strategies and.",https://nema.go.ke › uploads › 2024/09 › Enviro...,nema_go_ke_Environmental_and_Social_Management_Framework_Afri.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,20 Years of Government Responses to the Global Plastic ...,https://nicholasinstitute.duke.edu/sites/default/files/publications/20-Years-of-Government-Responses-to-the-Global-Plastic-Pollution-Problem_final_reduced.pdf,"... action plan for the circular economy which references plans for a more ambitious EU target for recycling of plastic packaging, or 2015 directive on packaging.",https://nicholasinstitute.duke.edu › publications,nicholasinstitute_duke_edu_20_Years_of_Government_Responses_to_the_Global_Pla.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Circular Economy,https://eba.se/app/uploads/2021/05/WP_2021_05_Slunge-Andersson-Wikstr%C3%B6m-Sterner.pdf,"critical issues for a circular economy such as resource efficiency, decoupling, waste management and pollution prevention. But, generally this literature is ...",https://eba.se › app › uploads › 2021/05 › WP_2...,eba_se_Circular_Economy.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,MINISTRY OF ENVIRONMENT AND FORESTRY ...,https://repository.kippra.or.ke/bitstreams/79d9dca9-172f-4bdc-9661-6037c8e57f84/download,"sustainable E-waste management, this strategy seeks to develop and harmonize policy, legal and regulatory framework for E-waste management in Kenya. There ...",https://repository.kippra.or.ke › download,repository_kippra_or_ke_MINISTRY_OF_ENVIRONMENT_AND_FORESTRY_.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,FROM POLLUTION TO SOLUTION,https://www.gdr-po.cnrs.fr/docs/UNEP_2021.pdf,From Pollution to. Solution. A global assessment of marine litter and plastic pollution Nairobi. Production. United Nations Environment Programme (UNEP). Layout ...,https://www.gdr-po.cnrs.fr › docs › UNEP_2021,www_gdr-po_cnrs_fr_FROM_POLLUTION_TO_SOLUTION.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Global Chemicals OutlooK II,https://www.efdinitiative.org/sites/default/files/publications/gcoii_synth.pdf,"It covered trends and indicators for chemical production, transport, use and disposal, and associated health and environmental impacts; economic implications of ...",https://www.efdinitiative.org › files › gcoii_synth,www_efdinitiative_org_Global_Chemicals_OutlooK_II.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Global Chemicals OutlooK II,https://www.efdinitiative.org/sites/default/files/publications/gcoii_synth.pdf,"It covered trends and indicators for chemical production, transport, use and disposal, and associated health and environmental impacts; economic implications of ...",https://www.efdinitiative.org › files › gcoii_synth,www_efdinitiative_org_Global_Chemicals_OutlooK_II.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Report of the United Nations Environment Assembly of the ...,https://docs.un.org/en/A/74/25,"(c) To advance sustainable consumption and production patterns, including, but not only, through circular economy and other sustainable economic models and the ...",https://docs.un.org › ...,docs_un_org_Report_of_the_United_Nations_Environment_Assembly_.txt
Kenya,2018–2022,2,in partnership with UNEP Kenya mercury management policy endorsed policy law regulation strategy action plan circular economy chemicals waste pollution prevention control after:2018-01-01 before:2022-01-01,Integrated Waste Management in Africa,https://www.switchtogreen.eu/wp-content/uploads/2021/02/Integrated-Waste-Management-in-Africa-Focus-on-Circularity-.pdf,This report presents an analysis of the implementation and results of the SWITCH Africa Green programme in the integrated waste management (IWM) sector focusing ...,https://www.switchtogreen.eu › uploads › 2021/02,www_switchtogreen_eu_Integrated_Waste_Management_in_Africa.txt
