Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Appendix D,https://www.housingandurban.go.ke/wp-content/uploads/2018/11/Appendix-D-National-Environmental-Policy-2.pdf,"National Biodiversity Strategy and Action Plan. NEC. National Environment ... major threats to biodiversity in Kenya. Page 33. NATIONAL ENVIRONMENT POLICY, 2013.",https://www.housingandurban.go.ke › 2018/11,www_housingandurban_go_ke_Appendix_D.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,SUPPORTING THE GLOBAL BIODIVERSITY AGENDA,https://unemg.org/wp-content/uploads/2021/04/EMG-Biodiversity-WEB.pdf,"To support the integration of ambitious climate change and biodiversity action in national policies, increased and coordinated ... National Biodiversity Strategy ...",https://unemg.org › EMG-Biodiversity-WEB,unemg_org_SUPPORTING_THE_GLOBAL_BIODIVERSITY_AGENDA.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Mind the Compliance Gap: How Insights from International ...,https://www.cambridge.org/core/journals/transnational-environmental-law/article/mind-the-compliance-gap-how-insights-from-international-human-rights-mechanisms-can-help-to-implement-the-convention-on-biological-diversity/CE0F47664F08EBE4919D5990F3709484,"To improve implementation of the CBD in the forthcoming post-2020 global biodiversity framework, we need to understand why the Aichi Targets lack compliance ...",https://www.cambridge.org › core › journals › article,www_cambridge_org_Mind_the_Compliance_Gap_How_Insights_from_Internat.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Nature-based Solutions in Nationally Determined ...,https://portals.iucn.org/library/sites/library/files/documents/2019-030-En.pdf,This includes the Aichi Targets and National. Biodiversity Strategies and Action Plans (NBSAPs) under the Convention on. Biological Diversity (CBD) and the Land ...,https://portals.iucn.org › library › files › documents,portals_iucn_org_Nature_based_Solutions_in_Nationally_Determined_.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Environmental Moments: A UN75 timeline,https://www.unep.org/news-and-stories/story/environmental-moments-un75-timeline,"UNEP Member States launch the Intergovernmental Platform on Biodiversity and Ecosystem Services to provide policymakers with reliable, independent and credible ...","https://www.unep.org › News, Stories & Speeches",www_unep_org_Environmental_Moments_A_UN75_timeline.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,"ILLEGAL LOGGING, FISHING, AND WILDLIFE TRADE",https://thedocs.worldbank.org/en/doc/482771571323560234-0120022019/original/WBGReport1017Digital.pdf,"Contributions (NDCs), National Adaptation Plans, and National. Biodiversity Strategies and Action Plans. National risk assessments follow a process that ...",https://thedocs.worldbank.org › doc › original,thedocs_worldbank_org_ILLEGAL_LOGGING_FISHING_AND_WILDLIFE_TRADE.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,UN Environment Global Chemicals Outlook II,https://orbit.dtu.dk/files/170843838/GCOII_synth.pdf,"... Strategic Plan for Biodiversity 2011-2020, adopted under the Convention on Biological Diversity. Given current activities to develop a biodiversity framework.",https://orbit.dtu.dk › files › GCOII_synth,orbit_dtu_dk_UN_Environment_Global_Chemicals_Outlook_II.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,South Africa,https://www.oneplanetnetwork.org/countries/africa/south-africa,Implementation of the National Biodiversity Framework is guided by the National Biodiversity Strategy and Action Plan (2015... Organisation. South Africa ...,https://www.oneplanetnetwork.org › countries › south-a...,www_oneplanetnetwork_org_South_Africa.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,regional model policy/legal framework for - FAOLEX,https://faolex.fao.org/docs/pdf/igad215606.pdf,"National Biodiversity Strategy and Action Plan 2015 -2020. Sudan, Khartoum. Richard W. (undated). Review of Policy Governing Farm Animal Genetic. Resources ...",https://faolex.fao.org › docs › pdf › igad215606,faolex_fao_org_regional_model_policy_legal_framework_for_FAOLEX.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,NATIONAL CLIMATE CHANGE ACTION PLAN 2018-2022 ...,https://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/10/8737.pdf,"This plan builds on the first Action Plan (2013-2017) where considerable progress was made, including establishing climate change funds in five Counties, ...",https://www.lse.ac.uk › uploads › 2018/10,www_lse_ac_uk_NATIONAL_CLIMATE_CHANGE_ACTION_PLAN_2018_2022_.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Climate change / Cameroon,https://dicf.unepgrid.ch/cameroon/climate-change,Cameroon's National REDD+ Strategy (2018) addresses gaps and barriers in reducing deforestation and forest degradation and seeks to enhance the country's carbon ...,https://dicf.unepgrid.ch › cameroon › climate-change,dicf_unepgrid_ch_Climate_change_Cameroon.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Sustainable Blue Tourism,https://www.iddri.org/sites/default/files/PDF/Publications/Hors%20catalogue%20Iddri/20190620_BLUE%20TOURISM%20STUDY_EN.pdf,"Towards a sustainable coastal and maritime tourism in world marine regions. Edited by eco-union. Barcelona. Copyright. You can copy, download or print this ...",https://www.iddri.org › files › PDF › Publications,www_iddri_org_Sustainable_Blue_Tourism.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Ecosystem-based approaches to adaptation: strengthening ...,https://www.iied.org/sites/default/files/pdfs/migrate/17620IIED.pdf,Strengthening EbA is a priority in the Action Plan. The. Action Plan also recommended developing a standalone climate change policy and law. The Climate.,https://www.iied.org › sites › files › pdfs › migrate,www_iied_org_Ecosystem_based_approaches_to_adaptation_strengthe.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,A Companion to the Short-Term Action Plan on Ecosystem ...,https://cdn.ymaws.com/www.ser.org/resource/resmgr/custompages/publications/ser_publications/staper_companion.pdf,"SER advances ecological restoration to sustain biodiversity, improve resilience in a changing climate, and re-establish an ecologically healthy relationship.",https://cdn.ymaws.com › resmgr › ser_publications,cdn_ymaws_com_A_Companion_to_the_Short_Term_Action_Plan_on_Ecosy.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Education for Sustainable Development Goals: learning ...,https://unesdoc.unesco.org/ark:/48223/pf0000247444,"More recently, Kenya formulated a national ESD Policy Framework in 2012 through the Kenya Institute of Curriculum Development with the goal of enhancing ...",https://unesdoc.unesco.org › ark:,unesdoc_unesco_org_Education_for_Sustainable_Development_Goals_learni.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,BIODIVERSITY AND ECOSYSTEM SERVICES FOR AFRICA,https://files.ipbes.net/ipbes-web-prod-public-files/spm_africa_2018_digital.pdf,Many African countries have developed their national biodiversity strategies and action plans in conformity with the Strategic Plan for. Biodiversity 2011–2020 ...,https://files.ipbes.net › spm_africa_2018_digital,files_ipbes_net_BIODIVERSITY_AND_ECOSYSTEM_SERVICES_FOR_AFRICA.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Ecosystem-based adaptation in Lake Victoria Basin; synergies ...,https://royalsocietypublishing.org/rsos/article/8/6/201847/96053/Ecosystem-based-adaptation-in-Lake-Victoria-Basin,"Kenya Climate-Smart Agriculture Strategy. Kenya National Biodiversity Strategy and Action Plan (KNBSAP). Eucalyptus Removal Strategy. national, county and ...",https://royalsocietypublishing.org › rsos › article › Ecos...,royalsocietypublishing_org_Ecosystem_based_adaptation_in_Lake_Victoria_Basin_.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,"Making trade work for the environment, prosperity and ...",https://www.wto.org/english/res_e/publications_e/unereport2018_e.pdf,Encouraging joint planning and cooperation at the national level will allow for more cohesive policy development and implementation. 5. Supporting decision ...,https://www.wto.org › res_e › unereport2018_e,www_wto_org_Making_trade_work_for_the_environment_prosperity_a.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,About Montreal Protocol,https://www.unep.org/ozonaction/who-we-are/about-montreal-protocol,"The Montreal Protocol phases down the consumption and production of the different ODS in a step-wise manner, with different timetables for developed and ...",https://www.unep.org › ozonaction › who-we-are › abo...,www_unep_org_About_Montreal_Protocol.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,"ONE HEALTH POLICY CONTEXT OF ETHIOPIA, SOMALIA ...",https://cgspace.cgiar.org/bitstreams/82606776-3b06-4378-afce-61a14388b5c5/download,National Strategic Plan for the Implementation of One Health in Kenya ... • Revised Kenya National Biodiversity Strategy and Action Plan (2010) outlines actions ...,https://cgspace.cgiar.org › bitstreams › download,cgspace_cgiar_org_ONE_HEALTH_POLICY_CONTEXT_OF_ETHIOPIA_SOMALIA_.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,NATIONAL REDD+ STRATEGY,https://www.un-redd.org/sites/default/files/2022-05/NATIONAL%20REDD%2B%20STRATEGY%202022.pdf,"Chapter three describes the existing framework of Policies, Laws and Regulations (PLRs) on which. REDD+ implementation in Kenya is proposed. These are PLRs ...",https://www.un-redd.org › sites › default › files,www_un-redd_org_NATIONAL_REDD_STRATEGY.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Education for sustainable development policy for the ...,https://unesdoc.unesco.org/ark:/48223/pf0000373022,This policy will enable the implementation of ESD across the education sector to enhance the attainment of SDGs by improving quality of education.,https://unesdoc.unesco.org › ark:,unesdoc_unesco_org_Education_for_sustainable_development_policy_for_t.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,AEWA Plan of Action for Africa 2019-2027,https://www.unep-aewa.org/sites/default/files/uploads/PoAA%202019_2027_web_en_200618_fin.pdf,The goal of the AEWA Strategic Plan is to “maintain migratory waterbird species and their populations in a favourable conservation status or to restore them to ...,https://www.unep-aewa.org › sites › files › uploads,www_unep-aewa_org_AEWA_Plan_of_Action_for_Africa_2019_2027.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,National Climate Change Action Plan 2018-2022,https://napglobalnetwork.org/wp-content/uploads/2022/01/napgn-en-2022-kenya-NCCAP-2018-2022-Implemantation-Status-Report.pdf,It covers progress made in the seven priority areas in the NCCAP namely disaster risk management; food and nutrition security; water and the blue economy; ...,https://napglobalnetwork.org › uploads › 2022/01,napglobalnetwork_org_National_Climate_Change_Action_Plan_2018_2022.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Clara Makenya - UNEP head of Tanzania Office and focal ...,https://tz.linkedin.com/in/clara-makenya-953b141a0,"With over a decade at UNEP, Clara has successfully led initiatives that influence environmental policy and drive sustainable development. Her expertise spans ...",540+ followers,tz_linkedin_com_Clara_Makenya_UNEP_head_of_Tanzania_Office_and_foc.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Republic of Kenya Land Degradation Neutrality Target ...,https://www.unccd.int/sites/default/files/ldn_targets/2020-09/Kenya%20LDN%20TSP%20Final%20Report%20%28English%29.pdf,The National Action Plan provides a coherent framework for activities in the field of conservation and sustainable utilization of biodiversity. It ...,https://www.unccd.int › sites › files › ldn_targets,www_unccd_int_Republic_of_Kenya_Land_Degradation_Neutrality_Targ.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Programme of work and Budget for 2022-2023,https://www.nairobiconvention.org/clearinghouse/sites/default/files/Agenda%20Item%206%20POW-2rev.pdf,"This programme of work 2022-. 2023 articulates UNEP's results framework around the three strategic objectives, set out in the medium-term strategy 2022-2025, ...",https://www.nairobiconvention.org › default › files,www_nairobiconvention_org_Programme_of_work_and_Budget_for_2022_2023.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,First Global Report,https://environmentalmigration.iom.int/sites/g/files/tmzbdl1411/files/documents/2023-11/environmental_rule_of_law.pdf,"This new report on the Environmental. Rule of Law will help us improve compliance with environmental law, which is essential to ensuring protection of ...",https://environmentalmigration.iom.int › files › e...,environmentalmigration_iom_int_First_Global_Report.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Closing the Global Biodiversity Financing Gap,https://www.paulsoninstitute.org/wp-content/uploads/2020/09/FINANCING-NATURE_Full-Report_Final-Version_091520.pdf,credits from REDD+ programs: 1. Creating a national strategy or action plan. 2. Assessing forest reference emission levels and/or forest reference levels ...,https://www.paulsoninstitute.org › 2020/09 › FI...,www_paulsoninstitute_org_Closing_the_Global_Biodiversity_Financing_Gap.txt
Kenya,2018–2022,1,UNEP programme Kenya national biodiversity strategy implemented policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Guidelines for protected area management planning,https://openknowledge.fao.org/server/api/core/bitstreams/f64b6f5f-f461-4fc8-8269-d252624efa4c/content,The Strategic Plan for Biodiversity 2011–2020 with its 20 Aichi Biodiversity Targets and the 2030 Agenda for Sustainable. Development are two of the most ...,https://openknowledge.fao.org › core › content,openknowledge_fao_org_Guidelines_for_protected_area_management_planning.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,The Ministry of Planning & Development with #FAO ...,https://www.facebook.com/PlanningTT/posts/the-ministry-of-planning-development-with-fao-through-the-environmental-policy-p/3135389513185726/,... Planning Policy Framework requirement for plans to protect and enhance biodiversity. The Levelling Up and Regeneration Bill is making changes to the ...,7 reactions,www_facebook_com_The_Ministry_of_Planning_Development_with_FAO_.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,SUPPORTING THE GLOBAL BIODIVERSITY AGENDA,https://unemg.org/wp-content/uploads/2021/04/EMG-Biodiversity-WEB.pdf,"Strategies and Action Plans (NBSAPs) Forum and the UNEP-IUCN Global Fund for Ecosystem-based. Adaptation, or joint implementation of the Global. Environment ...",https://unemg.org › EMG-Biodiversity-WEB,unemg_org_SUPPORTING_THE_GLOBAL_BIODIVERSITY_AGENDA.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,UNEP.pdf,https://www.un.org/Depts/los/general_assembly/contributions_2019/UNEP.pdf,"The project engages national and local governments, plastic producers and retailers, and civil society to develop inclusive and equitable market-based solutions ...",https://www.un.org › los › contributions_2019,www_un_org_UNEP_pdf.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,republic of south sudan - national biodiversity strategy and ...,https://www.cbd.int/doc/world/ss/ss-nbsap-01-en.pdf,"The South Sudan NBSAP has been developed as the principle instrument for undertaking biodiversity management and conservation in the country, and as a framework ...",https://www.cbd.int › doc › world › ss-nbsap-01-en,www_cbd_int_republic_of_south_sudan_national_biodiversity_stra.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,NATIONAL CLIMATE CHANGE ACTION PLAN 2018-2022 ...,https://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/10/8737.pdf,This Act requires the Government to develop five-year. National Climate Change Action Plans (NCCAP) to guide the mainstreaming of adaptation and mitigation ...,https://www.lse.ac.uk › uploads › 2018/10,www_lse_ac_uk_NATIONAL_CLIMATE_CHANGE_ACTION_PLAN_2018_2022_.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Mainstreaming biodiversity: A review of national strategies,https://pmc.ncbi.nlm.nih.gov/articles/PMC7083249/,This paper investigates the performance of countries at incorporating biodiversity mainstreaming into their post-2010 NBSAPs.,https://pmc.ncbi.nlm.nih.gov › articles › PMC7083249,pmc_ncbi_nlm_nih_gov_Mainstreaming_biodiversity_A_review_of_national_st.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,For people and planet: the UNEP strategy for 2022–2025,https://www.unep.org/resources/key-documents/people-and-planet-unep-strategy-2022-2025,"UNEP will step into this period by driving transformative, multi-stakeholder actions that target the causes of climate change, biodiversity loss and pollution.",https://www.unep.org › resources › key-documents › p...,www_unep_org_For_people_and_planet_the_UNEP_strategy_for_2022_2.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,NATIONAL WILDLIFE STRATEGY 2030,https://ecotourismkenya.org/wp-content/uploads/ekdownloads/press_releases/NWS2030%20-%20FINAL%20JUNE%2012%2C%202018.pdf,"The Strategy outlines a transformational vision for wildlife conservation by 2030, and identifies a clear set of five (5) year priority goals and strategies ...",https://ecotourismkenya.org › press_releases,ecotourismkenya_org_NATIONAL_WILDLIFE_STRATEGY_2030.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Biodiversity as a Human Right and its implications for the EU's ...,https://www.europarl.europa.eu/RegData/etudes/STUD/2020/603491/EXPO_STU(2020)603491_EN.pdf,This study provides an in-depth and accessible analysis on biodiversity as a human right to inform the European Parliament's work on how the European ...,https://www.europarl.europa.eu › etudes › STUD,www_europarl_europa_eu_Biodiversity_as_a_Human_Right_and_its_implications.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Mind the Compliance Gap: How Insights from International ...,https://www.cambridge.org/core/journals/transnational-environmental-law/article/mind-the-compliance-gap-how-insights-from-international-human-rights-mechanisms-can-help-to-implement-the-convention-on-biological-diversity/CE0F47664F08EBE4919D5990F3709484,"To improve implementation of the CBD in the forthcoming post-2020 global biodiversity framework, we need to understand why the Aichi Targets lack compliance ...",https://www.cambridge.org › core › journals › article,www_cambridge_org_Mind_the_Compliance_Gap_How_Insights_from_Internat.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Regional Seas Strategic Directions 2022-2025,https://gefcrew.org/carrcu/LBSSTAC6/RSSD-Report-Main-layout-v2A.pdf,"First, the plan outlines 16 RSP targets to assist in achieving the three strategic goals, enabling the coherent delivery of ocean-related aspects of UNEP's MTS ...",https://gefcrew.org › carrcu › LBSSTAC6,gefcrew_org_Regional_Seas_Strategic_Directions_2022_2025.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,The Adaptation Gap Report 2018. United Nations ...,https://unepccc.org/wp-content/uploads/2019/04/agr-final-version-2018.pdf,"Other laws and policies address adaptation through a framework of development plans, for example, the Cook Islands' National Sustainable. Development Plan ...",https://unepccc.org › agr-final-version-2018,unepccc_org_The_Adaptation_Gap_Report_2018_United_Nations_.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Using Landscape Approaches in National Biodiversity ...,https://satoyamainitiative.org/wp-content/uploads/2019/06/Using_Landscape_Approaches_in_NBSAPs.pdf,"Ensure the full integration of biodiversity and its multiple values into policies, regulations, planning and development processes, poverty eradication ...",https://satoyamainitiative.org › uploads › 2019/06,satoyamainitiative_org_Using_Landscape_Approaches_in_National_Biodiversit.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Appendix D,https://www.housingandurban.go.ke/wp-content/uploads/2018/11/Appendix-D-National-Environmental-Policy-2.pdf,National Biodiversity Strategy and Action Plan. NEC. National Environment Council. EIMS. Environmental Information Management System. NEMA. National Environment ...,https://www.housingandurban.go.ke › 2018/11,www_housingandurban_go_ke_Appendix_D.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,NATIONAL CLIMATE CHANGE ACTION PLAN 2018-2022 ...,https://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/10/8737.pdf,"This plan builds on the first Action Plan (2013-2017) where considerable progress was made, including establishing climate change funds in five Counties, ...",https://www.lse.ac.uk › uploads › 2018/10,www_lse_ac_uk_NATIONAL_CLIMATE_CHANGE_ACTION_PLAN_2018_2022_.txt
Kenya,2018–2022,2,with UNEP support Kenya inclusive biodiversity management adopted policy framework law regulation strategy action plan after:2018-01-01 before:2022-01-01,Mainstreaming biodiversity: A review of national strategies,https://pmc.ncbi.nlm.nih.gov/articles/PMC7083249/,This paper investigates the performance of countries at incorporating biodiversity mainstreaming into their post-2010 NBSAPs.,https://pmc.ncbi.nlm.nih.gov › articles › PMC7083249,pmc_ncbi_nlm_nih_gov_Mainstreaming_biodiversity_A_review_of_national_st.txt
