Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,climate_relevant,unep_attributed,attributable_relevant_doc,sd,climate_policy_score,unep_attribution_score,instrument_type,action_stage,evidence_level,climate_justification,unep_justification,evidence_phrases
Brazil,2018-2022,https://gggi.org/wp-content/uploads/2021/09/Saint-Lucia-NDC-Financing-Strategy-2.pdf,2018,2022,2020,SAINT LUCIA' S NDC FINANCING STRATEGY,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,gggi_org_SAINT_LUCIA_S_NDC_FINANCING_STRATEGY.txt,False,False,False,,0.0,0.0,none,none,unclear,The document is not about Brazil or the time window 2018-2022. The document text appears to be an error message related to fetching a document from a website.,There is no explicit link to UNEP in the provided text.,[]
Brazil,2018-2022,https://mptf.undp.org/sites/default/files/documents/40000/decision_2_un-redd_2022-2025_ta_workplan_and_budget_eb_2021.pdf,2018,2022,2020,Technical Assistance (TA) for REDD+ Implementation,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,mptf_undp_org_Technical_Assistance_TA_for_REDD_Implementation.txt,True,False,False,,81.0,0.0,mitigation strategy / adaptation strategy / disaster risk reduction strategy / policy / legal framework / law / regulation / NDC / NAP / action plan,adopted / approved / enacted / endorsed / launched / implemented,national,"The document provides detailed information on UN-REDD's technical assistance to countries, including Brazil, in implementing REDD+ strategies and policies. However, the focus is on general UN-REDD activities rather than specific climate policies or legal frameworks adopted by Brazil during 2018-2022.","There is no explicit mention of UNEP's direct involvement in supporting Brazil's climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks during 2018-2022.","[""UN-REDD Programme 2022-2025 Technical Assistance Multiyear Plan and 2022 Annual Work Plan and Budget"", ""supporting countries to implement the Paris Agreement"", ""REDD+ implementation and increasing ambition and delivery of forest solutions""]"
Brazil,2018-2022,https://newclimate.org/sites/default/files/2018/08/PACT-Setting-the-Paris-Agreement-in-Motion-Key-Requirements-for-the-Implementing-Guidelines.pdf,2018,2022,2020,SETTING THE PARIS AGREEMENT IN MOTION:,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,newclimate_org_SETTING_THE_PARIS_AGREEMENT_IN_MOTION_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://onlinelibrary.wiley.com/doi/full/10.1111/reel.12409,2018,2022,2020,Climate litigation to protect the Brazilian Amazon ...,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,onlinelibrary_wiley_com_Climate_litigation_to_protect_the_Brazilian_Amazon.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://orbit.dtu.dk/files/170843838/GCOII_synth.pdf,2018,2022,2020,UN Environment Global Chemicals Outlook II,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,orbit_dtu_dk_UN_Environment_Global_Chemicals_Outlook_II.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://orca.cardiff.ac.uk/id/eprint/153475/1/UNEP%20ECT2021%20final.pdf,2018,2022,2020,Environmental Courts and Tribunals – 2021,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,orca_cardiff_ac_uk_Environmental_Courts_and_Tribunals_2021.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://ozone.unep.org/sites/default/files/2019-08/mp-handbook-2017-english.pdf,2018,2022,2020,Handbook for the Montreal Protocol on Substances that ...,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,ozone_unep_org_Handbook_for_the_Montreal_Protocol_on_Substances_t.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework outcome in Brazil during 2018-2022.,"[""The document is about the Montreal Protocol on Substances that Deplete the Ozone Layer, which is not directly related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks.""]"
Brazil,2018-2022,https://portals.iucn.org/library/sites/library/files/documents/2019-030-En.pdf,2018,2022,2020,Nature-based Solutions in Nationally Determined ...,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,portals_iucn_org_Nature_based_Solutions_in_Nationally_Determined_.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not provide explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://publications.iadb.org/publications/english/document/A-Guidebook-for-National-Development-Banks-on-Climate-Risk.pdf,2018,2022,2020,A Guidebook for National Development Banks on Climate Risk,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,publications_iadb_org_A_Guidebook_for_National_Development_Banks_on_Clim.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://publications.iadb.org/publications/english/document/NDC-Invest-Supporting-Transformational-Climate-Policy-and-Finance.pdf,2018,2022,2020,NDC Invest: - IADB Publications,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,publications_iadb_org_NDC_Invest_IADB_Publications.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://repositorio.cepal.org/server/api/core/bitstreams/3bcba318-6f24-452a-9544-7244969ae75b/content,2018,2022,2020,Green jobs in Argentina: opportunities to move forward with ...,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,repositorio_cepal_org_Green_jobs_in_Argentina_opportunities_to_move_forw.txt,False,False,False,,0.0,0.0,none,none,none,"The document is about green jobs in Argentina, not Brazil, and does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://researchbriefings.files.parliament.uk/documents/CDP-2021-0219/CDP-2021-0219.pdf,2018,2022,2020,Deforestation in the Amazon,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,researchbriefings_files_parliament_uk_Deforestation_in_the_Amazon.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://sdgs.un.org/sites/default/files/2021-04/Publication%20-%20Pathway%20for%20Increasing%20Nature-Based%20Solutions%20in%20NDCs.pdf,2018,2022,2020,PATHWAY FOR INCREASING NATURE-BASED ...,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,sdgs_un_org_PATHWAY_FOR_INCREASING_NATURE_BASED_.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Brazil's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the time window 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Brazil for the specified time period.,[]
Brazil,2018-2022,https://transparency-partnership.net/system/files/document/UNEP%20DTUP%202018_%20Institutional%20Capacities%20For%20NDC%20Implementation.pdf,2018,2022,2020,INSTITUTIONAL CAPACITIES FOR NDC IMPLEMENTATION,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,transparency-partnership_net_INSTITUTIONAL_CAPACITIES_FOR_NDC_IMPLEMENTATION.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://unepccc.org/wp-content/uploads/2019/04/msme-adaptation-updated-web-2.pdf,2018,2022,2020,Private-sector action in adaptation: Perspectives on the ...,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,unepccc_org_Private_sector_action_in_adaptation_Perspectives_o.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://unepccc.org/wp-content/uploads/2021/01/adaptation-gap-report-2020.pdf,2018,2022,2020,Adaptation Gap Report 2020,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,unepccc_org_Adaptation_Gap_Report_2020.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://unesdoc.unesco.org/ark:/48223/pf0000246435,2018,2022,2020,Action for climate empowerment: guidelines ...,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,unesdoc_unesco_org_Action_for_climate_empowerment_guidelines_.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document is not about climate policy or legal frameworks, but rather about guidelines for accelerating solutions through education, training and public awareness.",There is no mention of UNEP in the document.,[]
Brazil,2018-2022,https://unfccc.int/process-and-meetings/united-nations-framework-convention-on-climate-change,2018,2022,2020,United Nations Framework Convention on Climate Change,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,unfccc_int_United_Nations_Framework_Convention_on_Climate_Cha.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate policy/strategy/legal framework in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://unfccc.int/sites/default/files/NDC/2022-06/PNG%20Second%20NDC.pdf,2018,2022,2020,Papua New Guinea's Enhanced Nationally Determined ...,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,unfccc_int_Papua_New_Guinea_s_Enhanced_Nationally_Determined_.txt,False,False,False,,0.0,0.0,none,none,none,The document does not discuss climate change policies or actions for Brazil during 2018-2022. It focuses on Papua New Guinea's Nationally Determined Contribution.,There is no mention of UNEP in relation to climate change policies or actions for Brazil during 2018-2022.,[]
Brazil,2018-2022,https://unhabitat.org/sites/default/files/2022/10/final_urban_planning_law_for_climate_smart_cities.pdf,2018,2022,2020,Urban Planning Law for Climate Smart Cities,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,unhabitat_org_Urban_Planning_Law_for_Climate_Smart_Cities.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Brazil's climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework adoption in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://whc.unesco.org/document/190260,2018,2022,2020,Updated Policy Document on climate action for ...,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,whc_unesco_org_Updated_Policy_Document_on_climate_action_for_.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Brazil's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Brazil for 2018-2022.,[]
Brazil,2018-2022,https://wires.onlinelibrary.wiley.com/doi/10.1002/wcc.726,2018,2022,2020,Rethinking the role of law in adapting to climate change,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,wires_onlinelibrary_wiley_com_Rethinking_the_role_of_law_in_adapting_to_climate_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://www.adb.org/sites/default/files/publication/660321/international-climate-change-legal-frameworks.pdf,2018,2022,2020,International Climate Change Legal Frameworks,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_adb_org_International_Climate_Change_Legal_Frameworks.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework in Brazil during 2018-2022.,"[""No relevant evidence found.""]"
Brazil,2018-2022,https://www.aimspress.com/article/doi/10.3934/GF.2022001?viewType=HTML,2018,2022,2020,"Green finance for energy transition, climate action and ...",UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_aimspress_com_Green_finance_for_energy_transition_climate_action.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not provide explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil during 2018-2022.",There is no explicit link between UNEP and any climate policy or legal framework outcome in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://www.aljazeera.com/news/2018/11/28/brazil-withdraws-offer-to-host-un-conference-on-climate-change,2018,2022,2020,Brazil withdraws offer to host UN conference on climate ...,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_aljazeera_com_Brazil_withdraws_offer_to_host_UN_conference_on_cl.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted in Brazil during 2018-2022.","There is no mention of UNEP's involvement in climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks in Brazil during 2018-2022.",[]
Brazil,2018-2022,https://www.bis.org/publ/othp31.pdf,2018,2022,2020,The green swan - Central banking and financial stability in ...,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_bis_org_The_green_swan_Central_banking_and_financial_stabi.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",There is no explicit link between UNEP and any climate-related policy or strategy in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://www.cambridge.org/core/journals/transnational-environmental-law/article/international-law-obligations-arising-in-relation-to-nationally-determined-contributions/DC7DCED88E1D9A38A71911FE96543690,2018,2022,2020,International Law Obligations Arising in relation to ...,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_cambridge_org_International_Law_Obligations_Arising_in_relation_.txt,False,False,False,,0.0,0.0,none,none,none,,,[]
Brazil,2018-2022,https://www.cbd.int/doc/world/ss/ss-nbsap-01-en.pdf,2018,2022,2020,republic of south sudan - national biodiversity strategy and ...,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_cbd_int_republic_of_south_sudan_national_biodiversity_stra.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://www.climate-transparency.org/wp-content/uploads/2021/10/CT2021Brazil.pdf,2018,2022,2020,BRAZIL,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_climate-transparency_org_BRAZIL.txt,True,False,False,,61.0,0.0,NDC / national adaptation plan,adopted / approved,national,"The document mentions Brazil's Nationally Determined Contribution (NDC) and its targets to reduce emissions by 37% by 2025 and by 43% by 2030, compared to 2005 levels. It also mentions the National Plan on Climate Change and the National Adaptation Plan to Climate Change.",There is no explicit mention of UNEP's support or involvement in the adoption or implementation of Brazil's climate policies or strategies.,"[""Brazil's unconditional NDC target would increase emissions by 54% above 2005 levels"", ""Brazil's NDC: Mitigation Reduce emissions by 37% by 2025 and by 43% by 2030, compared to 2005 levels""]"
Brazil,2018-2022,https://www.climatepolicyinitiative.org/wp-content/uploads/2021/03/The-Landscape-of-Climate-Finance-in-Kenya.pdf,2018,2022,2020,The Landscape of Climate Finance in Kenya,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_climatepolicyinitiative_org_The_Landscape_of_Climate_Finance_in_Kenya.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Brazil's climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted during 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Brazil during 2018-2022.,[]
Brazil,2018-2022,https://www.elibrary.imf.org/view/journals/001/2019/185/article-A001-en.xml,2018,2022,2020,Macroeconomic and Financial Policies for Climate Change ...,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_elibrary_imf_org_Macroeconomic_and_Financial_Policies_for_Climate_C.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted in Brazil during 2018-2022.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Brazil during 2018-2022.",[]
Brazil,2018-2022,https://www.europarl.europa.eu/RegData/etudes/STUD/2021/689378/EPRS_STU(2021)689378_EN.pdf,2018,2022,2020,EU climate action policy - European Parliament,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_europarl_europa_eu_EU_climate_action_policy_European_Parliament.txt,False,False,False,,0.0,0.0,none,none,none,"The document does not contain explicit evidence related to Brazil's climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for the time window 2018-2022.",There is no explicit link between UNEP and any climate policy or strategy in Brazil for the specified time period.,[]
Brazil,2018-2022,https://www.facebook.com/News5Live/posts/the-launch-of-a-draft-redd-strategy-plan-but-the-closure-of-the-first-phase-mean/4397804770340360/,2018,2022,2020,The Launch of a Draft REDD+ Strategy Plan But ...,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_facebook_com_The_Launch_of_a_Draft_REDD_Strategy_Plan_But_.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.","There is no mention of UNEP's involvement in climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Brazil in 2018-2022.",[]
Brazil,2018-2022,https://www.facebook.com/thecableng/posts/the-ndc-document-contains-policies-that-showcase-efforts-by-countries-to-reduce-/1997610280414621/,2018,2022,2020,The NDC document contains policies that showcase efforts ...,UNEP implemented Brazil nationally determined contribution enacted policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_facebook_com_The_NDC_document_contains_policies_that_showcase_e.txt,True,False,False,,60.0,0.0,NDC,submitted,national,"The document mentions the submission of an updated climate action plan (NDC) to the UN, which showcases efforts to reduce national emissions and adapt to climate change impacts.",There is no explicit mention of UNEP's involvement or support in the submission of the climate action plan.,"[""NDC document contains policies"", ""submit updated climate action plan to UN""]"
Brazil,2018-2022,https://www.gdr-po.cnrs.fr/docs/UNEP_2021.pdf,2018,2022,2020,FROM POLLUTION TO SOLUTION,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_gdr-po_cnrs_fr_FROM_POLLUTION_TO_SOLUTION.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Brazil,2018-2022,https://www.gov.br/mma/pt-br/assuntos/mudanca-do-clima/clima/repositorio/final-report_en_web.pdf,2018,2022,2020,MINISTRY OF THE ENVIRONMENT - GOV.BR,UNEP provided technical assistance Brazil climate change regulation validated policy strategy legal framework law regulation action plan after:2018-01-01 before:2022-01-01,www_gov_br_MINISTRY_OF_THE_ENVIRONMENT_GOV_BR.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
